"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.masterEnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",,"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.secondaryGnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",
44.845,0,44.845,0
44.846,0,44.846,0
44.847,0,44.847,0
44.848,0,44.848,0
44.849,0,44.849,0
44.85,0,44.85,0
44.851,1,44.851,0
44.852,0,44.852,3
44.853,3,44.853,2
44.854,4,44.854,2
44.855,4,44.855,1
44.856,1,44.856,1
44.857,3,44.857,0
44.858,1,44.858,0
44.859,2,44.859,1
44.86,4,44.86,1
44.861,0,44.861,0
44.862,0,44.862,1
44.863,0,44.863,0
44.864,0,44.864,0
44.865,0,44.865,0
44.866,0,44.866,0
44.867,0,44.867,0
44.868,0,44.868,0
44.869,0,44.869,0
44.87,0,44.87,0
44.871,1,44.871,0
44.872,0,44.872,3
44.873,3,44.873,2
44.874,4,44.874,2
44.875,4,44.875,1
44.876,1,44.876,1
44.877,3,44.877,0
44.878,1,44.878,0
44.879,2,44.879,1
44.88,4,44.88,1
44.881,0,44.881,0
44.882,0,44.882,1
44.883,0,44.883,0
44.884,0,44.884,0
44.885,0,44.885,0
44.886,0,44.886,0
44.887,0,44.887,0
44.888,0,44.888,0
44.889,0,44.889,0
44.89,0,44.89,0
44.891,1,44.891,0
44.892,0,44.892,3
44.893,3,44.893,2
44.894,4,44.894,2
44.895,4,44.895,1
44.896,1,44.896,1
44.897,3,44.897,0
44.898,1,44.898,0
44.899,2,44.899,1
44.9,4,44.9,1
44.901,0,44.901,0
44.902,0,44.902,1
44.903,0,44.903,0
44.904,0,44.904,0
44.905,0,44.905,0
44.906,0,44.906,0
44.907,0,44.907,0
44.908,0,44.908,0
44.909,0,44.909,0
44.91,0,44.91,0
44.911,1,44.911,0
44.912,0,44.912,3
44.913,3,44.913,2
44.914,5,44.914,2
44.915,4,44.915,1
44.916,2,44.916,1
44.917,3,44.917,0
44.918,1,44.918,1
44.919,2,44.919,1
44.92,4,44.92,1
44.921,0,44.921,0
44.922,0,44.922,0
44.923,0,44.923,0
44.924,0,44.924,0
44.925,0,44.925,0
44.926,0,44.926,0
44.927,0,44.927,0
44.928,0,44.928,0
44.929,0,44.929,0
44.93,0,44.93,0
44.931,1,44.931,0
44.932,0,44.932,3
44.933,3,44.933,2
44.934,5,44.934,2
44.935,3,44.935,1
44.936,3,44.936,1
44.937,3,44.937,0
44.938,1,44.938,0
44.939,2,44.939,1
44.94,4,44.94,1
44.941,0,44.941,0
44.942,0,44.942,0
44.943,0,44.943,0
44.944,0,44.944,0
44.945,0,44.945,0
44.946,0,44.946,0
44.947,0,44.947,0
44.948,0,44.948,0
44.949,0,44.949,0
44.95,0,44.95,0
44.951,1,44.951,0
44.952,0,44.952,3
44.953,3,44.953,2
44.954,4,44.954,2
44.955,4,44.955,1
44.956,1,44.956,1
44.957,3,44.957,0
44.958,1,44.958,0
44.959,2,44.959,1
44.96,4,44.96,1
44.961,0,44.961,0
44.962,0,44.962,0
44.963,0,44.963,0
44.964,0,44.964,0
44.965,0,44.965,0
44.966,0,44.966,0
44.967,0,44.967,0
44.968,0,44.968,0
44.969,0,44.969,0
44.97,0,44.97,0
44.971,1,44.971,0
44.972,0,44.972,3
44.973,3,44.973,2
44.974,4,44.974,2
44.975,4,44.975,1
44.976,1,44.976,1
44.977,3,44.977,0
44.978,1,44.978,0
44.979,2,44.979,1
44.98,5,44.98,1
44.981,0,44.981,0
44.982,0,44.982,0
44.983,0,44.983,0
44.984,0,44.984,0
44.985,0,44.985,0
44.986,0,44.986,1
44.987,0,44.987,0
44.988,0,44.988,0
44.989,0,44.989,0
44.99,0,44.99,0
44.991,1,44.991,0
44.992,0,44.992,3
44.993,3,44.993,2
44.994,4,44.994,2
44.995,4,44.995,1
44.996,1,44.996,1
44.997,3,44.997,0
44.998,1,44.998,0
44.999,2,44.999,1
45,4,45,1
45.001,0,45.001,0
45.002,0,45.002,1
45.003,0,45.003,0
45.004,0,45.004,0
45.005,0,45.005,0
45.006,0,45.006,0
45.007,0,45.007,0
45.008,0,45.008,0
45.009,0,45.009,0
45.01,0,45.01,0
45.011,1,45.011,0
45.012,0,45.012,3
45.013,3,45.013,2
45.014,5,45.014,2
45.015,3,45.015,1
45.016,1,45.016,1
45.017,3,45.017,0
45.018,1,45.018,1
45.019,2,45.019,1
45.02,5,45.02,1
45.021,0,45.021,0
45.022,0,45.022,1
45.023,0,45.023,0
45.024,0,45.024,0
45.025,0,45.025,0
45.026,0,45.026,1
45.027,0,45.027,0
45.028,0,45.028,0
45.029,0,45.029,0
45.03,0,45.03,0
45.031,1,45.031,0
45.032,0,45.032,3
45.033,3,45.033,2
45.034,5,45.034,2
45.035,4,45.035,1
45.036,1,45.036,1
45.037,3,45.037,0
45.038,1,45.038,1
45.039,2,45.039,1
45.04,5,45.04,1
45.041,0,45.041,0
45.042,0,45.042,1
45.043,0,45.043,0
45.044,0,45.044,0
45.045,0,45.045,0
45.046,0,45.046,1
45.047,0,45.047,0
45.048,0,45.048,0
45.049,0,45.049,0
45.05,0,45.05,0
45.051,1,45.051,0
45.052,0,45.052,3
45.053,3,45.053,2
45.054,5,45.054,2
45.055,4,45.055,1
45.056,1,45.056,1
45.057,3,45.057,0
45.058,1,45.058,0
45.059,5,45.059,1
45.06,5,45.06,1
45.061,0,45.061,0
45.062,0,45.062,1
45.063,0,45.063,0
45.064,0,45.064,0
45.065,1,45.065,0
45.066,0,45.066,1
45.067,0,45.067,0
45.068,0,45.068,0
45.069,0,45.069,0
45.07,0,45.07,0
45.071,1,45.071,0
45.072,0,45.072,3
45.073,3,45.073,2
45.074,4,45.074,2
45.075,4,45.075,1
45.076,1,45.076,1
45.077,3,45.077,0
45.078,1,45.078,0
45.079,2,45.079,1
45.08,4,45.08,1
45.081,0,45.081,0
45.082,0,45.082,1
45.083,0,45.083,0
45.084,0,45.084,0
45.085,0,45.085,0
45.086,0,45.086,0
45.087,0,45.087,0
45.088,0,45.088,0
45.089,0,45.089,0
45.09,0,45.09,0
45.091,1,45.091,0
45.092,0,45.092,3
45.093,3,45.093,2
45.094,4,45.094,2
45.095,4,45.095,1
45.096,1,45.096,1
45.097,3,45.097,0
45.098,1,45.098,0
45.099,3,45.099,1
45.1,4,45.1,1
45.101,0,45.101,0
45.102,0,45.102,1
45.103,0,45.103,0
45.104,0,45.104,0
45.105,0,45.105,0
45.106,0,45.106,0
45.107,0,45.107,0
45.108,0,45.108,0
45.109,0,45.109,0
45.11,0,45.11,0
45.111,1,45.111,0
45.112,0,45.112,3
45.113,3,45.113,2
45.114,5,45.114,2
45.115,3,45.115,1
45.116,2,45.116,1
45.117,3,45.117,0
45.118,1,45.118,0
45.119,3,45.119,1
45.12,5,45.12,1
45.121,0,45.121,0
45.122,0,45.122,0
45.123,0,45.123,0
45.124,0,45.124,0
45.125,0,45.125,0
45.126,0,45.126,1
45.127,0,45.127,0
45.128,0,45.128,0
45.129,0,45.129,0
45.13,0,45.13,0
45.131,1,45.131,0
45.132,0,45.132,3
45.133,3,45.133,2
45.134,5,45.134,2
45.135,3,45.135,1
45.136,1,45.136,1
45.137,3,45.137,0
45.138,1,45.138,0
45.139,3,45.139,1
45.14,5,45.14,1
45.141,0,45.141,0
45.142,0,45.142,0
45.143,0,45.143,0
45.144,0,45.144,0
45.145,0,45.145,0
45.146,0,45.146,1
45.147,0,45.147,0
45.148,0,45.148,0
45.149,0,45.149,0
45.15,0,45.15,0
45.151,1,45.151,0
45.152,0,45.152,3
45.153,3,45.153,2
45.154,5,45.154,2
45.155,3,45.155,1
45.156,1,45.156,1
45.157,3,45.157,0
45.158,1,45.158,0
45.159,3,45.159,1
45.16,5,45.16,1
45.161,0,45.161,0
45.162,0,45.162,1
45.163,0,45.163,0
45.164,0,45.164,0
45.165,0,45.165,0
45.166,0,45.166,0
45.167,0,45.167,0
45.168,0,45.168,0
45.169,0,45.169,0
45.17,0,45.17,0
45.171,1,45.171,0
45.172,0,45.172,3
45.173,3,45.173,2
45.174,5,45.174,2
45.175,3,45.175,1
45.176,1,45.176,1
45.177,3,45.177,0
45.178,1,45.178,0
45.179,3,45.179,1
45.18,4,45.18,1
45.181,0,45.181,0
45.182,0,45.182,1
45.183,0,45.183,0
45.184,0,45.184,0
45.185,0,45.185,0
45.186,0,45.186,0
45.187,0,45.187,0
45.188,0,45.188,0
45.189,0,45.189,0
45.19,0,45.19,0
45.191,1,45.191,0
45.192,0,45.192,3
45.193,3,45.193,2
45.194,5,45.194,2
45.195,3,45.195,1
45.196,1,45.196,1
45.197,3,45.197,0
45.198,1,45.198,0
45.199,3,45.199,1
45.2,4,45.2,1
45.201,0,45.201,0
45.202,0,45.202,1
45.203,0,45.203,0
45.204,0,45.204,0
45.205,0,45.205,0
45.206,0,45.206,0
45.207,0,45.207,0
45.208,0,45.208,0
45.209,0,45.209,0
45.21,0,45.21,0
45.211,1,45.211,0
45.212,0,45.212,3
45.213,3,45.213,2
45.214,5,45.214,2
45.215,3,45.215,1
45.216,2,45.216,1
45.217,3,45.217,0
45.218,1,45.218,0
45.219,2,45.219,1
45.22,5,45.22,1
45.221,0,45.221,0
45.222,0,45.222,0
45.223,0,45.223,0
45.224,0,45.224,0
45.225,0,45.225,0
45.226,0,45.226,1
45.227,0,45.227,0
45.228,0,45.228,0
45.229,0,45.229,0
45.23,0,45.23,0
45.231,1,45.231,0
45.232,0,45.232,3
45.233,3,45.233,2
45.234,5,45.234,2
45.235,3,45.235,1
45.236,1,45.236,1
45.237,3,45.237,0
45.238,1,45.238,1
45.239,3,45.239,1
45.24,5,45.24,1
45.241,0,45.241,0
45.242,0,45.242,0
45.243,0,45.243,0
45.244,0,45.244,0
45.245,0,45.245,0
45.246,0,45.246,1
45.247,0,45.247,0
45.248,0,45.248,0
45.249,0,45.249,0
45.25,0,45.25,0
45.251,1,45.251,0
45.252,0,45.252,3
45.253,3,45.253,2
45.254,5,45.254,2
45.255,3,45.255,1
45.256,1,45.256,1
45.257,3,45.257,0
45.258,1,45.258,0
45.259,3,45.259,1
45.26,4,45.26,1
45.261,0,45.261,0
45.262,0,45.262,1
45.263,0,45.263,0
45.264,0,45.264,0
45.265,0,45.265,0
45.266,0,45.266,0
45.267,0,45.267,0
45.268,0,45.268,0
45.269,0,45.269,0
45.27,0,45.27,0
45.271,1,45.271,0
45.272,0,45.272,3
45.273,3,45.273,2
45.274,5,45.274,2
45.275,3,45.275,1
45.276,1,45.276,1
45.277,3,45.277,0
45.278,1,45.278,1
45.279,3,45.279,1
45.28,5,45.28,1
45.281,0,45.281,0
45.282,0,45.282,1
45.283,0,45.283,0
45.284,0,45.284,0
45.285,0,45.285,0
45.286,0,45.286,1
45.287,0,45.287,0
45.288,0,45.288,0
45.289,0,45.289,0
45.29,0,45.29,0
45.291,1,45.291,0
45.292,0,45.292,3
45.293,3,45.293,2
45.294,5,45.294,2
45.295,3,45.295,1
45.296,1,45.296,1
45.297,3,45.297,0
45.298,1,45.298,0
45.299,3,45.299,1
45.3,4,45.3,1
45.301,0,45.301,0
45.302,0,45.302,1
45.303,0,45.303,0
45.304,0,45.304,0
45.305,0,45.305,0
45.306,0,45.306,0
45.307,0,45.307,0
45.308,0,45.308,0
45.309,0,45.309,0
45.31,0,45.31,0
45.311,1,45.311,0
45.312,0,45.312,3
45.313,3,45.313,2
45.314,5,45.314,2
45.315,3,45.315,1
45.316,2,45.316,1
45.317,3,45.317,0
45.318,1,45.318,1
45.319,3,45.319,1
45.32,4,45.32,1
45.321,0,45.321,0
45.322,0,45.322,1
45.323,0,45.323,0
45.324,0,45.324,0
45.325,0,45.325,0
45.326,0,45.326,0
45.327,0,45.327,0
45.328,0,45.328,0
45.329,0,45.329,0
45.33,0,45.33,0
45.331,1,45.331,0
45.332,0,45.332,3
45.333,3,45.333,2
45.334,5,45.334,2
45.335,3,45.335,1
45.336,1,45.336,1
45.337,3,45.337,0
45.338,1,45.338,0
45.339,3,45.339,1
45.34,5,45.34,1
45.341,0,45.341,0
45.342,0,45.342,1
45.343,0,45.343,0
45.344,0,45.344,0
45.345,0,45.345,0
45.346,0,45.346,1
45.347,0,45.347,0
45.348,0,45.348,0
45.349,0,45.349,0
45.35,0,45.35,0
45.351,1,45.351,0
45.352,0,45.352,3
45.353,3,45.353,2
45.354,5,45.354,2
45.355,3,45.355,1
45.356,1,45.356,1
45.357,3,45.357,0
45.358,1,45.358,0
45.359,3,45.359,1
45.36,5,45.36,1
45.361,0,45.361,0
45.362,0,45.362,0
45.363,0,45.363,0
45.364,0,45.364,0
45.365,0,45.365,0
45.366,0,45.366,1
45.367,0,45.367,0
45.368,0,45.368,0
45.369,0,45.369,0
45.37,0,45.37,0
45.371,1,45.371,0
45.372,0,45.372,3
45.373,3,45.373,2
45.374,5,45.374,2
45.375,3,45.375,1
45.376,1,45.376,1
45.377,3,45.377,0
45.378,1,45.378,0
45.379,3,45.379,1
45.38,4,45.38,1
45.381,0,45.381,0
45.382,0,45.382,1
45.383,0,45.383,0
45.384,0,45.384,0
45.385,0,45.385,0
45.386,0,45.386,0
45.387,0,45.387,0
45.388,0,45.388,0
45.389,0,45.389,0
45.39,0,45.39,0
45.391,1,45.391,0
45.392,0,45.392,3
45.393,3,45.393,2
45.394,5,45.394,2
45.395,3,45.395,1
45.396,1,45.396,1
45.397,3,45.397,0
45.398,1,45.398,0
45.399,3,45.399,1
45.4,4,45.4,1
45.401,0,45.401,0
45.402,0,45.402,1
45.403,0,45.403,0
45.404,0,45.404,0
45.405,0,45.405,0
45.406,0,45.406,0
45.407,0,45.407,0
45.408,0,45.408,0
45.409,0,45.409,0
45.41,0,45.41,0
45.411,1,45.411,0
45.412,0,45.412,3
45.413,3,45.413,2
45.414,5,45.414,2
45.415,3,45.415,1
45.416,2,45.416,1
45.417,3,45.417,0
45.418,1,45.418,0
45.419,3,45.419,1
45.42,5,45.42,1
45.421,0,45.421,0
45.422,0,45.422,1
45.423,0,45.423,0
45.424,0,45.424,0
45.425,0,45.425,0
45.426,0,45.426,1
45.427,0,45.427,0
45.428,0,45.428,0
45.429,0,45.429,0
45.43,0,45.43,0
45.431,1,45.431,0
45.432,0,45.432,3
45.433,3,45.433,2
45.434,5,45.434,2
45.435,3,45.435,1
45.436,1,45.436,1
45.437,3,45.437,0
45.438,1,45.438,1
45.439,3,45.439,1
45.44,5,45.44,1
45.441,0,45.441,0
45.442,0,45.442,1
45.443,0,45.443,0
45.444,0,45.444,0
45.445,0,45.445,0
45.446,0,45.446,0
45.447,0,45.447,0
45.448,0,45.448,0
45.449,0,45.449,0
45.45,0,45.45,0
45.451,1,45.451,0
45.452,0,45.452,3
45.453,3,45.453,2
45.454,5,45.454,2
45.455,3,45.455,1
45.456,1,45.456,1
45.457,3,45.457,0
45.458,1,45.458,0
45.459,3,45.459,1
45.46,4,45.46,1
45.461,0,45.461,0
45.462,0,45.462,1
45.463,0,45.463,0
45.464,0,45.464,0
45.465,0,45.465,0
45.466,0,45.466,0
45.467,0,45.467,0
45.468,0,45.468,0
45.469,0,45.469,0
45.47,0,45.47,0
45.471,1,45.471,0
45.472,0,45.472,3
45.473,3,45.473,2
45.474,5,45.474,2
45.475,3,45.475,1
45.476,1,45.476,1
45.477,3,45.477,0
45.478,1,45.478,0
45.479,3,45.479,1
45.48,4,45.48,1
45.481,0,45.481,0
45.482,0,45.482,1
45.483,0,45.483,0
45.484,0,45.484,0
45.485,0,45.485,0
45.486,0,45.486,0
45.487,0,45.487,0
45.488,0,45.488,0
45.489,0,45.489,0
45.49,0,45.49,0
45.491,1,45.491,0
45.492,0,45.492,3
45.493,3,45.493,2
45.494,5,45.494,2
45.495,3,45.495,1
45.496,1,45.496,1
45.497,3,45.497,0
45.498,1,45.498,0
45.499,3,45.499,1
45.5,4,45.5,1
45.501,0,45.501,0
45.502,0,45.502,1
45.503,0,45.503,0
45.504,0,45.504,0
45.505,0,45.505,0
45.506,0,45.506,0
45.507,0,45.507,0
45.508,0,45.508,0
45.509,0,45.509,0
45.51,0,45.51,0
45.511,1,45.511,0
45.512,0,45.512,3
45.513,3,45.513,2
45.514,5,45.514,2
45.515,2,45.515,1
45.516,1,45.516,1
45.517,3,45.517,0
45.518,1,45.518,0
45.519,3,45.519,1
45.52,4,45.52,1
45.521,2,45.521,0
45.522,0,45.522,1
45.523,0,45.523,0
45.524,0,45.524,0
45.525,0,45.525,0
45.526,0,45.526,0
45.527,0,45.527,0
45.528,0,45.528,0
45.529,0,45.529,0
45.53,0,45.53,0
45.531,1,45.531,0
45.532,0,45.532,3
45.533,3,45.533,2
45.534,5,45.534,2
45.535,3,45.535,1
45.536,1,45.536,1
45.537,3,45.537,0
45.538,1,45.538,1
45.539,3,45.539,1
45.54,5,45.54,1
45.541,0,45.541,0
45.542,0,45.542,1
45.543,0,45.543,0
45.544,0,45.544,0
45.545,0,45.545,0
45.546,0,45.546,0
45.547,0,45.547,0
45.548,0,45.548,0
45.549,0,45.549,0
45.55,0,45.55,0
45.551,1,45.551,0
45.552,0,45.552,3
45.553,3,45.553,2
45.554,5,45.554,2
45.555,3,45.555,1
45.556,1,45.556,1
45.557,3,45.557,0
45.558,1,45.558,0
45.559,3,45.559,1
45.56,4,45.56,1
45.561,0,45.561,0
45.562,0,45.562,1
45.563,0,45.563,0
45.564,0,45.564,0
45.565,0,45.565,0
45.566,0,45.566,0
45.567,0,45.567,0
45.568,0,45.568,0
45.569,0,45.569,0
45.57,0,45.57,0
45.571,1,45.571,0
45.572,0,45.572,3
45.573,3,45.573,2
45.574,5,45.574,2
45.575,3,45.575,1
45.576,1,45.576,1
45.577,3,45.577,0
45.578,1,45.578,0
45.579,3,45.579,1
45.58,5,45.58,1
45.581,0,45.581,0
45.582,0,45.582,0
45.583,0,45.583,0
45.584,0,45.584,0
45.585,0,45.585,0
45.586,0,45.586,0
45.587,0,45.587,0
45.588,0,45.588,0
45.589,0,45.589,0
45.59,0,45.59,0
45.591,1,45.591,0
45.592,0,45.592,3
45.593,3,45.593,2
45.594,5,45.594,2
45.595,3,45.595,1
45.596,1,45.596,1
45.597,3,45.597,0
45.598,1,45.598,1
45.599,3,45.599,1
45.6,4,45.6,1
45.601,0,45.601,0
45.602,0,45.602,0
45.603,0,45.603,0
45.604,0,45.604,0
45.605,0,45.605,0
45.606,0,45.606,0
45.607,0,45.607,0
45.608,0,45.608,0
45.609,0,45.609,0
45.61,0,45.61,0
45.611,1,45.611,0
45.612,0,45.612,3
45.613,3,45.613,2
45.614,5,45.614,2
45.615,2,45.615,1
45.616,1,45.616,1
45.617,3,45.617,0
45.618,1,45.618,0
45.619,3,45.619,2
45.62,4,45.62,1
45.621,0,45.621,0
45.622,0,45.622,1
45.623,0,45.623,0
45.624,0,45.624,0
45.625,0,45.625,0
45.626,0,45.626,0
45.627,0,45.627,0
45.628,0,45.628,0
45.629,0,45.629,0
45.63,0,45.63,0
45.631,1,45.631,0
45.632,0,45.632,3
45.633,3,45.633,2
45.634,5,45.634,2
45.635,3,45.635,1
45.636,1,45.636,1
45.637,3,45.637,0
45.638,1,45.638,0
45.639,3,45.639,1
45.64,5,45.64,1
45.641,0,45.641,0
45.642,0,45.642,1
45.643,0,45.643,0
45.644,0,45.644,0
45.645,0,45.645,0
45.646,0,45.646,0
45.647,0,45.647,0
45.648,0,45.648,0
45.649,0,45.649,0
45.65,0,45.65,0
45.651,1,45.651,0
45.652,0,45.652,3
45.653,3,45.653,2
45.654,5,45.654,2
45.655,3,45.655,1
45.656,1,45.656,1
45.657,3,45.657,0
45.658,1,45.658,0
45.659,3,45.659,1
45.66,4,45.66,1
45.661,0,45.661,0
45.662,0,45.662,1
45.663,0,45.663,0
45.664,0,45.664,0
45.665,0,45.665,0
45.666,0,45.666,0
45.667,0,45.667,0
45.668,0,45.668,0
45.669,0,45.669,0
45.67,0,45.67,0
45.671,1,45.671,0
45.672,0,45.672,3
45.673,3,45.673,2
45.674,5,45.674,2
45.675,3,45.675,1
45.676,1,45.676,1
45.677,3,45.677,0
45.678,1,45.678,0
45.679,3,45.679,1
45.68,5,45.68,1
45.681,0,45.681,0
45.682,0,45.682,1
45.683,0,45.683,0
45.684,0,45.684,0
45.685,0,45.685,0
45.686,0,45.686,0
45.687,0,45.687,0
45.688,0,45.688,0
45.689,0,45.689,0
45.69,0,45.69,0
45.691,1,45.691,0
45.692,0,45.692,3
45.693,3,45.693,2
45.694,5,45.694,2
45.695,3,45.695,1
45.696,1,45.696,1
45.697,3,45.697,0
45.698,1,45.698,0
45.699,3,45.699,1
45.7,4,45.7,1
45.701,0,45.701,0
45.702,0,45.702,1
45.703,0,45.703,0
45.704,0,45.704,0
45.705,0,45.705,0
45.706,0,45.706,0
45.707,0,45.707,0
45.708,0,45.708,0
45.709,0,45.709,0
45.71,0,45.71,0
45.711,1,45.711,0
45.712,0,45.712,3
45.713,3,45.713,2
45.714,5,45.714,2
45.715,3,45.715,1
45.716,2,45.716,1
45.717,3,45.717,0
45.718,1,45.718,0
45.719,3,45.719,1
45.72,4,45.72,1
45.721,0,45.721,0
45.722,0,45.722,1
45.723,0,45.723,0
45.724,0,45.724,0
45.725,0,45.725,0
45.726,0,45.726,0
45.727,0,45.727,0
45.728,0,45.728,0
45.729,0,45.729,0
45.73,0,45.73,0
45.731,1,45.731,0
45.732,0,45.732,3
45.733,3,45.733,2
45.734,5,45.734,2
45.735,3,45.735,1
45.736,1,45.736,1
45.737,3,45.737,0
45.738,1,45.738,0
45.739,3,45.739,1
45.74,5,45.74,1
45.741,0,45.741,0
45.742,0,45.742,0
45.743,0,45.743,0
45.744,0,45.744,0
45.745,0,45.745,0
45.746,0,45.746,0
45.747,0,45.747,0
45.748,0,45.748,0
45.749,0,45.749,0
45.75,0,45.75,0
45.751,1,45.751,0
45.752,0,45.752,3
45.753,3,45.753,2
45.754,5,45.754,2
45.755,3,45.755,1
45.756,1,45.756,1
45.757,3,45.757,0
45.758,1,45.758,0
45.759,3,45.759,1
45.76,5,45.76,1
45.761,0,45.761,0
45.762,0,45.762,1
45.763,0,45.763,0
45.764,0,45.764,0
45.765,0,45.765,0
45.766,0,45.766,1
45.767,0,45.767,0
45.768,0,45.768,0
45.769,0,45.769,0
45.77,0,45.77,0
45.771,1,45.771,0
45.772,0,45.772,3
45.773,3,45.773,2
45.774,5,45.774,2
45.775,3,45.775,1
45.776,2,45.776,1
45.777,3,45.777,0
45.778,1,45.778,0
45.779,3,45.779,1
45.78,4,45.78,1
45.781,0,45.781,0
45.782,0,45.782,0
45.783,0,45.783,0
45.784,0,45.784,0
45.785,0,45.785,0
45.786,0,45.786,0
45.787,0,45.787,0
45.788,0,45.788,0
45.789,0,45.789,0
45.79,0,45.79,0
45.791,1,45.791,0
45.792,0,45.792,3
45.793,3,45.793,2
45.794,5,45.794,2
45.795,3,45.795,1
45.796,1,45.796,1
45.797,3,45.797,0
45.798,1,45.798,0
45.799,3,45.799,1
45.8,4,45.8,1
45.801,0,45.801,0
45.802,0,45.802,0
45.803,0,45.803,0
45.804,0,45.804,0
45.805,0,45.805,0
45.806,0,45.806,0
45.807,0,45.807,0
45.808,0,45.808,0
45.809,0,45.809,0
45.81,0,45.81,0
45.811,1,45.811,0
45.812,0,45.812,3
45.813,3,45.813,2
45.814,5,45.814,2
45.815,3,45.815,1
45.816,1,45.816,1
45.817,3,45.817,0
45.818,1,45.818,0
45.819,3,45.819,1
45.82,4,45.82,1
45.821,0,45.821,0
45.822,0,45.822,1
45.823,0,45.823,0
45.824,0,45.824,0
45.825,0,45.825,0
45.826,0,45.826,0
45.827,0,45.827,0
45.828,0,45.828,0
45.829,0,45.829,0
45.83,0,45.83,0
45.831,1,45.831,0
45.832,0,45.832,3
45.833,3,45.833,2
45.834,5,45.834,2
45.835,3,45.835,1
45.836,1,45.836,1
45.837,3,45.837,0
45.838,1,45.838,0
45.839,3,45.839,1
45.84,5,45.84,1
45.841,0,45.841,0
45.842,0,45.842,1
45.843,0,45.843,0
45.844,0,45.844,0
45.845,0,45.845,0
45.846,0,45.846,0
45.847,0,45.847,0
45.848,0,45.848,0
45.849,0,45.849,0
45.85,0,45.85,0
45.851,1,45.851,0
45.852,0,45.852,3
45.853,3,45.853,2
45.854,5,45.854,2
45.855,3,45.855,1
45.856,1,45.856,1
45.857,3,45.857,0
45.858,1,45.858,0
45.859,3,45.859,1
45.86,4,45.86,1
45.861,0,45.861,0
45.862,0,45.862,1
45.863,0,45.863,0
45.864,0,45.864,0
45.865,0,45.865,0
45.866,0,45.866,0
45.867,0,45.867,0
45.868,0,45.868,0
45.869,0,45.869,0
45.87,0,45.87,0
45.871,1,45.871,0
45.872,0,45.872,3
45.873,3,45.873,2
45.874,5,45.874,2
45.875,3,45.875,1
45.876,1,45.876,1
45.877,3,45.877,0
45.878,1,45.878,0
45.879,3,45.879,1
45.88,4,45.88,1
45.881,0,45.881,0
45.882,0,45.882,1
45.883,0,45.883,0
45.884,0,45.884,0
45.885,0,45.885,0
45.886,0,45.886,0
45.887,0,45.887,0
45.888,0,45.888,0
45.889,0,45.889,0
45.89,0,45.89,0
45.891,1,45.891,0
45.892,0,45.892,3
45.893,3,45.893,2
45.894,5,45.894,2
45.895,3,45.895,1
45.896,1,45.896,1
45.897,3,45.897,0
45.898,1,45.898,1
45.899,3,45.899,1
45.9,3,45.9,1
45.901,2,45.901,0
45.902,0,45.902,0
45.903,0,45.903,0
45.904,0,45.904,0
45.905,0,45.905,0
45.906,0,45.906,0
45.907,0,45.907,0
45.908,0,45.908,0
45.909,0,45.909,0
45.91,0,45.91,0
45.911,1,45.911,0
45.912,0,45.912,3
45.913,3,45.913,2
45.914,5,45.914,2
45.915,3,45.915,1
45.916,2,45.916,1
45.917,3,45.917,0
45.918,1,45.918,1
45.919,3,45.919,1
45.92,3,45.92,1
45.921,2,45.921,0
45.922,0,45.922,1
45.923,0,45.923,0
45.924,0,45.924,0
45.925,0,45.925,0
45.926,0,45.926,0
45.927,0,45.927,0
45.928,0,45.928,0
45.929,0,45.929,0
45.93,0,45.93,0
45.931,1,45.931,0
45.932,0,45.932,3
45.933,3,45.933,2
45.934,5,45.934,2
45.935,3,45.935,1
45.936,1,45.936,1
45.937,3,45.937,0
45.938,1,45.938,0
45.939,3,45.939,1
45.94,4,45.94,1
45.941,2,45.941,0
45.942,0,45.942,1
45.943,0,45.943,0
45.944,0,45.944,0
45.945,0,45.945,0
45.946,0,45.946,1
45.947,0,45.947,0
45.948,0,45.948,0
45.949,0,45.949,0
45.95,0,45.95,0
45.951,1,45.951,0
45.952,0,45.952,3
45.953,3,45.953,2
45.954,5,45.954,2
45.955,3,45.955,1
45.956,1,45.956,1
45.957,3,45.957,0
45.958,1,45.958,0
45.959,3,45.959,1
45.96,3,45.96,1
45.961,2,45.961,0
45.962,0,45.962,1
45.963,0,45.963,0
45.964,0,45.964,0
45.965,0,45.965,0
45.966,0,45.966,0
45.967,0,45.967,0
45.968,0,45.968,0
45.969,0,45.969,0
45.97,0,45.97,0
45.971,1,45.971,0
45.972,0,45.972,3
45.973,3,45.973,2
45.974,5,45.974,2
45.975,3,45.975,1
45.976,1,45.976,1
45.977,3,45.977,0
45.978,1,45.978,0
45.979,3,45.979,1
45.98,3,45.98,1
45.981,2,45.981,0
45.982,0,45.982,1
45.983,0,45.983,0
45.984,0,45.984,0
45.985,0,45.985,0
