"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",
17.364,0,17.364,0,17.364,0,17.364,0
17.365,0,17.365,0,17.365,0,17.365,0
17.366,1,17.366,0,17.366,0,17.366,0
17.367,0,17.367,0,17.367,0,17.367,0
17.368,0,17.368,0,17.368,2,17.368,0
17.369,0,17.369,0,17.369,0,17.369,0
17.37,0,17.37,0,17.37,0,17.37,0
17.371,1,17.371,0,17.371,0,17.371,0
17.372,0,17.372,1,17.372,2,17.372,1
17.373,1,17.373,1,17.373,0,17.373,1
17.374,0,17.374,2,17.374,3,17.374,0
17.375,2,17.375,0,17.375,0,17.375,1
17.376,0,17.376,1,17.376,2,17.376,0
17.377,0,17.377,0,17.377,2,17.377,0
17.378,0,17.378,0,17.378,2,17.378,0
17.379,2,17.379,1,17.379,0,17.379,2
17.38,2,17.38,0,17.38,4,17.38,0
17.381,0,17.381,0,17.381,0,17.381,0
17.382,0,17.382,1,17.382,2,17.382,0
17.383,0,17.383,0,17.383,0,17.383,0
17.384,0,17.384,0,17.384,0,17.384,0
17.385,0,17.385,0,17.385,0,17.385,0
17.386,0,17.386,0,17.386,0,17.386,0
17.387,0,17.387,0,17.387,0,17.387,0
17.388,0,17.388,0,17.388,0,17.388,0
17.389,0,17.389,0,17.389,0,17.389,0
17.39,0,17.39,0,17.39,0,17.39,0
17.391,1,17.391,0,17.391,0,17.391,0
17.392,0,17.392,1,17.392,2,17.392,1
17.393,1,17.393,1,17.393,0,17.393,1
17.394,0,17.394,2,17.394,3,17.394,0
17.395,2,17.395,0,17.395,0,17.395,1
17.396,0,17.396,1,17.396,2,17.396,0
17.397,0,17.397,0,17.397,2,17.397,0
17.398,0,17.398,0,17.398,2,17.398,0
17.399,2,17.399,1,17.399,0,17.399,2
17.4,2,17.4,0,17.4,4,17.4,0
17.401,0,17.401,0,17.401,0,17.401,0
17.402,0,17.402,1,17.402,2,17.402,0
17.403,0,17.403,0,17.403,0,17.403,0
17.404,0,17.404,0,17.404,0,17.404,0
17.405,0,17.405,0,17.405,0,17.405,1
17.406,0,17.406,0,17.406,0,17.406,0
17.407,0,17.407,0,17.407,0,17.407,0
17.408,0,17.408,0,17.408,2,17.408,0
17.409,0,17.409,0,17.409,0,17.409,0
17.41,0,17.41,0,17.41,0,17.41,0
17.411,1,17.411,0,17.411,0,17.411,0
17.412,0,17.412,1,17.412,2,17.412,1
17.413,2,17.413,1,17.413,0,17.413,1
17.414,0,17.414,2,17.414,3,17.414,0
17.415,2,17.415,0,17.415,0,17.415,1
17.416,0,17.416,1,17.416,2,17.416,0
17.417,0,17.417,0,17.417,2,17.417,0
17.418,0,17.418,0,17.418,2,17.418,0
17.419,3,17.419,1,17.419,0,17.419,2
17.42,2,17.42,0,17.42,4,17.42,0
17.421,0,17.421,0,17.421,0,17.421,0
17.422,0,17.422,1,17.422,2,17.422,0
17.423,0,17.423,0,17.423,0,17.423,0
17.424,0,17.424,0,17.424,0,17.424,0
17.425,0,17.425,0,17.425,0,17.425,0
17.426,0,17.426,0,17.426,0,17.426,0
17.427,0,17.427,0,17.427,0,17.427,0
17.428,0,17.428,1,17.428,0,17.428,0
17.429,0,17.429,0,17.429,0,17.429,0
17.43,0,17.43,0,17.43,0,17.43,0
17.431,1,17.431,0,17.431,0,17.431,0
17.432,0,17.432,1,17.432,2,17.432,1
17.433,2,17.433,1,17.433,0,17.433,1
17.434,0,17.434,2,17.434,3,17.434,0
17.435,2,17.435,0,17.435,0,17.435,1
17.436,0,17.436,1,17.436,2,17.436,0
17.437,0,17.437,0,17.437,2,17.437,0
17.438,0,17.438,0,17.438,0,17.438,0
17.439,3,17.439,1,17.439,0,17.439,2
17.44,2,17.44,0,17.44,4,17.44,0
17.441,0,17.441,0,17.441,0,17.441,0
17.442,0,17.442,1,17.442,2,17.442,0
17.443,0,17.443,0,17.443,0,17.443,0
17.444,0,17.444,0,17.444,0,17.444,0
17.445,0,17.445,1,17.445,0,17.445,0
17.446,0,17.446,0,17.446,2,17.446,0
17.447,0,17.447,0,17.447,0,17.447,0
17.448,0,17.448,0,17.448,2,17.448,0
17.449,0,17.449,0,17.449,0,17.449,0
17.45,0,17.45,0,17.45,0,17.45,0
17.451,1,17.451,0,17.451,0,17.451,0
17.452,0,17.452,1,17.452,2,17.452,1
17.453,2,17.453,1,17.453,0,17.453,1
17.454,0,17.454,2,17.454,3,17.454,0
17.455,2,17.455,0,17.455,0,17.455,1
17.456,0,17.456,1,17.456,2,17.456,0
17.457,0,17.457,0,17.457,2,17.457,0
17.458,0,17.458,0,17.458,0,17.458,0
17.459,3,17.459,1,17.459,0,17.459,2
17.46,2,17.46,0,17.46,4,17.46,0
17.461,0,17.461,0,17.461,0,17.461,0
17.462,0,17.462,1,17.462,2,17.462,0
17.463,0,17.463,0,17.463,0,17.463,0
17.464,0,17.464,0,17.464,0,17.464,0
17.465,0,17.465,0,17.465,0,17.465,0
17.466,2,17.466,0,17.466,1,17.466,0
17.467,0,17.467,0,17.467,0,17.467,0
17.468,0,17.468,1,17.468,0,17.468,0
17.469,0,17.469,0,17.469,0,17.469,0
17.47,0,17.47,0,17.47,0,17.47,0
17.471,1,17.471,0,17.471,0,17.471,0
17.472,0,17.472,1,17.472,2,17.472,1
17.473,2,17.473,1,17.473,0,17.473,1
17.474,0,17.474,2,17.474,3,17.474,0
17.475,2,17.475,0,17.475,0,17.475,1
17.476,0,17.476,1,17.476,2,17.476,0
17.477,0,17.477,0,17.477,2,17.477,0
17.478,0,17.478,0,17.478,2,17.478,0
17.479,3,17.479,1,17.479,0,17.479,2
17.48,2,17.48,0,17.48,2,17.48,0
17.481,0,17.481,0,17.481,0,17.481,0
17.482,0,17.482,1,17.482,2,17.482,0
17.483,0,17.483,0,17.483,0,17.483,0
17.484,0,17.484,0,17.484,0,17.484,0
17.485,0,17.485,0,17.485,0,17.485,0
17.486,0,17.486,0,17.486,1,17.486,0
17.487,0,17.487,0,17.487,0,17.487,0
17.488,0,17.488,0,17.488,0,17.488,0
17.489,0,17.489,0,17.489,0,17.489,0
17.49,0,17.49,0,17.49,0,17.49,0
17.491,1,17.491,0,17.491,0,17.491,0
17.492,0,17.492,1,17.492,2,17.492,1
17.493,2,17.493,1,17.493,0,17.493,1
17.494,0,17.494,2,17.494,3,17.494,0
17.495,2,17.495,0,17.495,0,17.495,1
17.496,0,17.496,1,17.496,2,17.496,0
17.497,0,17.497,0,17.497,2,17.497,0
17.498,0,17.498,0,17.498,0,17.498,0
17.499,3,17.499,1,17.499,0,17.499,2
17.5,2,17.5,0,17.5,2,17.5,0
17.501,0,17.501,0,17.501,0,17.501,0
17.502,0,17.502,1,17.502,2,17.502,0
17.503,0,17.503,0,17.503,0,17.503,0
17.504,0,17.504,0,17.504,0,17.504,0
17.505,2,17.505,0,17.505,0,17.505,1
17.506,0,17.506,0,17.506,2,17.506,0
17.507,0,17.507,0,17.507,0,17.507,0
17.508,0,17.508,0,17.508,0,17.508,0
17.509,0,17.509,0,17.509,0,17.509,0
17.51,0,17.51,0,17.51,0,17.51,0
17.511,1,17.511,0,17.511,0,17.511,0
17.512,0,17.512,1,17.512,2,17.512,1
17.513,2,17.513,1,17.513,0,17.513,1
17.514,0,17.514,2,17.514,3,17.514,0
17.515,2,17.515,0,17.515,0,17.515,1
17.516,0,17.516,1,17.516,2,17.516,0
17.517,0,17.517,0,17.517,1,17.517,0
17.518,0,17.518,1,17.518,0,17.518,1
17.519,1,17.519,0,17.519,0,17.519,2
17.52,2,17.52,0,17.52,2,17.52,0
17.521,0,17.521,0,17.521,0,17.521,0
17.522,0,17.522,0,17.522,0,17.522,0
17.523,0,17.523,0,17.523,0,17.523,0
17.524,0,17.524,0,17.524,0,17.524,0
17.525,0,17.525,0,17.525,0,17.525,0
17.526,0,17.526,0,17.526,1,17.526,0
17.527,0,17.527,0,17.527,0,17.527,0
17.528,0,17.528,0,17.528,0,17.528,0
17.529,0,17.529,0,17.529,0,17.529,0
17.53,0,17.53,0,17.53,0,17.53,0
17.531,1,17.531,0,17.531,0,17.531,0
17.532,0,17.532,1,17.532,1,17.532,1
17.533,1,17.533,1,17.533,0,17.533,1
17.534,0,17.534,2,17.534,3,17.534,0
17.535,1,17.535,0,17.535,0,17.535,1
17.536,0,17.536,1,17.536,2,17.536,0
17.537,0,17.537,0,17.537,1,17.537,0
17.538,0,17.538,1,17.538,2,17.538,1
17.539,2,17.539,1,17.539,0,17.539,1
17.54,2,17.54,1,17.54,4,17.54,0
17.541,0,17.541,0,17.541,0,17.541,0
17.542,0,17.542,1,17.542,0,17.542,0
17.543,0,17.543,0,17.543,0,17.543,0
17.544,0,17.544,1,17.544,0,17.544,0
17.545,0,17.545,0,17.545,0,17.545,1
17.546,0,17.546,0,17.546,1,17.546,0
17.547,0,17.547,0,17.547,0,17.547,0
17.548,0,17.548,0,17.548,0,17.548,0
17.549,0,17.549,0,17.549,0,17.549,0
17.55,0,17.55,0,17.55,0,17.55,0
17.551,1,17.551,0,17.551,0,17.551,0
17.552,0,17.552,1,17.552,2,17.552,1
17.553,2,17.553,1,17.553,0,17.553,1
17.554,0,17.554,2,17.554,3,17.554,0
17.555,2,17.555,0,17.555,0,17.555,1
17.556,0,17.556,1,17.556,2,17.556,0
17.557,0,17.557,0,17.557,1,17.557,0
17.558,0,17.558,1,17.558,0,17.558,1
17.559,1,17.559,0,17.559,0,17.559,2
17.56,2,17.56,0,17.56,2,17.56,0
17.561,0,17.561,0,17.561,0,17.561,0
17.562,0,17.562,0,17.562,0,17.562,0
17.563,0,17.563,0,17.563,0,17.563,0
17.564,0,17.564,0,17.564,0,17.564,1
17.565,0,17.565,0,17.565,0,17.565,0
17.566,0,17.566,0,17.566,1,17.566,0
17.567,0,17.567,0,17.567,0,17.567,0
17.568,0,17.568,0,17.568,0,17.568,0
17.569,0,17.569,0,17.569,0,17.569,0
17.57,0,17.57,0,17.57,0,17.57,0
17.571,1,17.571,0,17.571,0,17.571,0
17.572,0,17.572,1,17.572,1,17.572,1
17.573,1,17.573,1,17.573,0,17.573,1
17.574,0,17.574,2,17.574,3,17.574,0
17.575,1,17.575,0,17.575,0,17.575,1
17.576,0,17.576,1,17.576,2,17.576,0
17.577,0,17.577,0,17.577,1,17.577,0
17.578,0,17.578,1,17.578,2,17.578,1
17.579,2,17.579,1,17.579,0,17.579,1
17.58,2,17.58,1,17.58,4,17.58,0
17.581,0,17.581,0,17.581,0,17.581,0
17.582,0,17.582,1,17.582,2,17.582,0
17.583,0,17.583,0,17.583,0,17.583,0
17.584,0,17.584,0,17.584,0,17.584,0
17.585,2,17.585,0,17.585,0,17.585,1
17.586,2,17.586,0,17.586,2,17.586,0
17.587,0,17.587,0,17.587,0,17.587,0
17.588,0,17.588,0,17.588,0,17.588,0
17.589,0,17.589,0,17.589,0,17.589,0
17.59,0,17.59,0,17.59,0,17.59,0
17.591,1,17.591,0,17.591,0,17.591,0
17.592,0,17.592,1,17.592,2,17.592,1
17.593,2,17.593,1,17.593,0,17.593,1
17.594,0,17.594,2,17.594,3,17.594,0
17.595,2,17.595,0,17.595,0,17.595,1
17.596,0,17.596,1,17.596,2,17.596,0
17.597,0,17.597,0,17.597,2,17.597,0
17.598,0,17.598,0,17.598,0,17.598,0
17.599,3,17.599,1,17.599,0,17.599,2
17.6,2,17.6,0,17.6,2,17.6,0
17.601,0,17.601,0,17.601,0,17.601,0
17.602,0,17.602,1,17.602,2,17.602,0
17.603,0,17.603,0,17.603,0,17.603,0
17.604,0,17.604,0,17.604,0,17.604,0
17.605,0,17.605,0,17.605,0,17.605,1
17.606,0,17.606,0,17.606,1,17.606,0
17.607,0,17.607,0,17.607,0,17.607,0
17.608,0,17.608,0,17.608,2,17.608,0
17.609,0,17.609,0,17.609,0,17.609,0
17.61,0,17.61,0,17.61,0,17.61,0
17.611,1,17.611,0,17.611,0,17.611,0
17.612,0,17.612,1,17.612,2,17.612,1
17.613,2,17.613,1,17.613,0,17.613,1
17.614,0,17.614,2,17.614,3,17.614,0
17.615,2,17.615,0,17.615,0,17.615,1
17.616,0,17.616,1,17.616,2,17.616,0
17.617,0,17.617,0,17.617,2,17.617,0
17.618,0,17.618,0,17.618,0,17.618,0
17.619,3,17.619,1,17.619,0,17.619,2
17.62,2,17.62,0,17.62,2,17.62,0
17.621,0,17.621,0,17.621,0,17.621,0
17.622,0,17.622,1,17.622,2,17.622,0
17.623,0,17.623,0,17.623,0,17.623,0
17.624,0,17.624,0,17.624,0,17.624,0
17.625,0,17.625,0,17.625,0,17.625,0
17.626,0,17.626,0,17.626,1,17.626,0
17.627,0,17.627,0,17.627,0,17.627,0
17.628,0,17.628,0,17.628,0,17.628,0
17.629,0,17.629,0,17.629,0,17.629,0
17.63,0,17.63,0,17.63,0,17.63,0
17.631,1,17.631,0,17.631,0,17.631,0
17.632,0,17.632,1,17.632,2,17.632,1
17.633,2,17.633,1,17.633,0,17.633,1
17.634,0,17.634,2,17.634,3,17.634,0
17.635,2,17.635,0,17.635,0,17.635,1
17.636,0,17.636,1,17.636,2,17.636,0
17.637,0,17.637,0,17.637,2,17.637,0
17.638,0,17.638,0,17.638,2,17.638,0
17.639,3,17.639,1,17.639,0,17.639,2
17.64,2,17.64,0,17.64,2,17.64,0
17.641,0,17.641,0,17.641,0,17.641,0
17.642,0,17.642,1,17.642,2,17.642,0
17.643,0,17.643,0,17.643,0,17.643,0
17.644,0,17.644,0,17.644,0,17.644,0
17.645,2,17.645,0,17.645,0,17.645,0
17.646,0,17.646,0,17.646,1,17.646,0
17.647,0,17.647,0,17.647,0,17.647,0
17.648,0,17.648,0,17.648,0,17.648,0
17.649,0,17.649,0,17.649,0,17.649,0
17.65,0,17.65,0,17.65,0,17.65,0
17.651,1,17.651,0,17.651,0,17.651,0
17.652,0,17.652,1,17.652,2,17.652,1
17.653,2,17.653,1,17.653,0,17.653,1
17.654,0,17.654,2,17.654,3,17.654,0
17.655,2,17.655,0,17.655,0,17.655,1
17.656,0,17.656,1,17.656,2,17.656,0
17.657,0,17.657,0,17.657,2,17.657,0
17.658,0,17.658,0,17.658,0,17.658,0
17.659,3,17.659,1,17.659,0,17.659,2
17.66,2,17.66,0,17.66,2,17.66,0
17.661,0,17.661,0,17.661,0,17.661,0
17.662,0,17.662,1,17.662,2,17.662,0
17.663,0,17.663,0,17.663,0,17.663,0
17.664,0,17.664,0,17.664,0,17.664,0
17.665,0,17.665,0,17.665,0,17.665,0
17.666,0,17.666,0,17.666,1,17.666,0
17.667,0,17.667,0,17.667,0,17.667,0
17.668,0,17.668,0,17.668,0,17.668,0
17.669,0,17.669,0,17.669,0,17.669,0
17.67,0,17.67,0,17.67,0,17.67,0
17.671,1,17.671,0,17.671,0,17.671,0
17.672,0,17.672,1,17.672,2,17.672,1
17.673,2,17.673,1,17.673,0,17.673,1
17.674,0,17.674,2,17.674,3,17.674,0
17.675,2,17.675,0,17.675,0,17.675,1
17.676,0,17.676,1,17.676,2,17.676,0
17.677,0,17.677,0,17.677,2,17.677,0
17.678,0,17.678,0,17.678,2,17.678,0
17.679,3,17.679,1,17.679,0,17.679,2
17.68,2,17.68,0,17.68,2,17.68,0
17.681,0,17.681,0,17.681,0,17.681,0
17.682,0,17.682,1,17.682,2,17.682,0
17.683,0,17.683,0,17.683,0,17.683,0
17.684,0,17.684,0,17.684,0,17.684,0
17.685,0,17.685,0,17.685,0,17.685,0
17.686,0,17.686,0,17.686,1,17.686,0
17.687,0,17.687,0,17.687,0,17.687,0
17.688,0,17.688,0,17.688,2,17.688,0
17.689,0,17.689,0,17.689,0,17.689,0
17.69,0,17.69,0,17.69,0,17.69,0
17.691,1,17.691,0,17.691,0,17.691,0
17.692,0,17.692,1,17.692,2,17.692,1
17.693,2,17.693,1,17.693,0,17.693,1
17.694,0,17.694,2,17.694,3,17.694,0
17.695,2,17.695,0,17.695,0,17.695,1
17.696,0,17.696,1,17.696,2,17.696,0
17.697,0,17.697,0,17.697,2,17.697,0
17.698,0,17.698,0,17.698,0,17.698,0
17.699,3,17.699,1,17.699,0,17.699,2
17.7,2,17.7,0,17.7,2,17.7,0
17.701,0,17.701,0,17.701,0,17.701,0
17.702,0,17.702,1,17.702,2,17.702,0
17.703,0,17.703,0,17.703,0,17.703,0
17.704,0,17.704,0,17.704,0,17.704,0
17.705,2,17.705,0,17.705,0,17.705,1
17.706,0,17.706,0,17.706,2,17.706,0
17.707,0,17.707,0,17.707,0,17.707,0
17.708,0,17.708,0,17.708,0,17.708,0
17.709,0,17.709,0,17.709,0,17.709,0
17.71,0,17.71,0,17.71,0,17.71,0
17.711,1,17.711,0,17.711,0,17.711,0
17.712,0,17.712,1,17.712,1,17.712,1
17.713,2,17.713,1,17.713,0,17.713,1
17.714,0,17.714,2,17.714,3,17.714,0
17.715,2,17.715,0,17.715,0,17.715,1
17.716,0,17.716,1,17.716,2,17.716,0
17.717,0,17.717,0,17.717,1,17.717,0
17.718,0,17.718,0,17.718,0,17.718,0
17.719,3,17.719,1,17.719,0,17.719,2
17.72,2,17.72,0,17.72,2,17.72,0
17.721,0,17.721,0,17.721,0,17.721,0
17.722,0,17.722,0,17.722,0,17.722,0
17.723,0,17.723,0,17.723,0,17.723,0
17.724,0,17.724,0,17.724,0,17.724,0
17.725,1,17.725,0,17.725,0,17.725,1
17.726,0,17.726,0,17.726,1,17.726,0
17.727,0,17.727,0,17.727,0,17.727,0
17.728,0,17.728,0,17.728,0,17.728,0
17.729,0,17.729,0,17.729,0,17.729,0
17.73,0,17.73,0,17.73,0,17.73,0
17.731,1,17.731,0,17.731,0,17.731,0
17.732,0,17.732,1,17.732,1,17.732,1
17.733,1,17.733,1,17.733,0,17.733,1
17.734,0,17.734,2,17.734,2,17.734,0
17.735,1,17.735,0,17.735,0,17.735,1
17.736,0,17.736,1,17.736,2,17.736,0
17.737,0,17.737,0,17.737,1,17.737,0
17.738,0,17.738,1,17.738,2,17.738,1
17.739,2,17.739,1,17.739,0,17.739,1
17.74,2,17.74,1,17.74,3,17.74,0
17.741,0,17.741,0,17.741,0,17.741,0
17.742,0,17.742,1,17.742,0,17.742,0
17.743,0,17.743,0,17.743,0,17.743,0
17.744,0,17.744,0,17.744,0,17.744,0
17.745,0,17.745,0,17.745,0,17.745,1
17.746,0,17.746,0,17.746,1,17.746,0
17.747,0,17.747,0,17.747,0,17.747,0
17.748,0,17.748,0,17.748,0,17.748,0
17.749,0,17.749,0,17.749,0,17.749,0
17.75,0,17.75,0,17.75,0,17.75,0
17.751,1,17.751,0,17.751,0,17.751,0
17.752,0,17.752,1,17.752,1,17.752,1
17.753,2,17.753,1,17.753,0,17.753,1
17.754,0,17.754,2,17.754,2,17.754,0
17.755,2,17.755,0,17.755,0,17.755,1
17.756,0,17.756,1,17.756,2,17.756,0
17.757,0,17.757,0,17.757,1,17.757,0
17.758,0,17.758,1,17.758,0,17.758,1
17.759,1,17.759,0,17.759,0,17.759,2
17.76,2,17.76,1,17.76,3,17.76,0
17.761,0,17.761,0,17.761,0,17.761,0
17.762,0,17.762,1,17.762,0,17.762,0
17.763,0,17.763,0,17.763,0,17.763,0
17.764,0,17.764,0,17.764,0,17.764,0
17.765,0,17.765,0,17.765,0,17.765,0
17.766,0,17.766,0,17.766,1,17.766,0
17.767,0,17.767,0,17.767,0,17.767,0
17.768,0,17.768,0,17.768,0,17.768,0
17.769,0,17.769,0,17.769,0,17.769,0
17.77,0,17.77,0,17.77,0,17.77,0
17.771,1,17.771,0,17.771,0,17.771,0
17.772,0,17.772,1,17.772,1,17.772,1
17.773,2,17.773,1,17.773,0,17.773,1
17.774,0,17.774,2,17.774,2,17.774,0
17.775,2,17.775,0,17.775,0,17.775,1
17.776,0,17.776,1,17.776,2,17.776,0
17.777,0,17.777,0,17.777,1,17.777,0
17.778,0,17.778,1,17.778,0,17.778,1
17.779,1,17.779,0,17.779,0,17.779,2
17.78,2,17.78,1,17.78,3,17.78,0
17.781,0,17.781,0,17.781,0,17.781,0
17.782,0,17.782,1,17.782,0,17.782,0
17.783,0,17.783,0,17.783,0,17.783,0
17.784,0,17.784,0,17.784,0,17.784,0
17.785,0,17.785,0,17.785,0,17.785,1
17.786,0,17.786,0,17.786,1,17.786,0
17.787,0,17.787,0,17.787,0,17.787,0
17.788,0,17.788,0,17.788,0,17.788,0
17.789,0,17.789,0,17.789,0,17.789,0
17.79,0,17.79,0,17.79,0,17.79,0
17.791,1,17.791,0,17.791,0,17.791,0
17.792,0,17.792,1,17.792,1,17.792,1
17.793,2,17.793,1,17.793,0,17.793,1
17.794,0,17.794,2,17.794,2,17.794,0
17.795,2,17.795,0,17.795,0,17.795,1
17.796,0,17.796,1,17.796,2,17.796,0
17.797,0,17.797,0,17.797,1,17.797,0
17.798,0,17.798,1,17.798,0,17.798,1
17.799,1,17.799,0,17.799,0,17.799,2
17.8,2,17.8,1,17.8,3,17.8,0
17.801,0,17.801,0,17.801,0,17.801,0
17.802,0,17.802,1,17.802,0,17.802,0
17.803,0,17.803,0,17.803,0,17.803,0
17.804,0,17.804,0,17.804,0,17.804,0
17.805,0,17.805,0,17.805,0,17.805,0
17.806,0,17.806,0,17.806,1,17.806,0
17.807,0,17.807,0,17.807,0,17.807,0
17.808,0,17.808,0,17.808,0,17.808,0
17.809,0,17.809,0,17.809,0,17.809,0
17.81,0,17.81,0,17.81,0,17.81,0
17.811,1,17.811,0,17.811,0,17.811,0
17.812,0,17.812,1,17.812,1,17.812,1
17.813,2,17.813,1,17.813,0,17.813,1
17.814,0,17.814,2,17.814,3,17.814,0
17.815,1,17.815,0,17.815,0,17.815,1
17.816,0,17.816,1,17.816,2,17.816,0
17.817,0,17.817,0,17.817,1,17.817,0
17.818,0,17.818,0,17.818,2,17.818,1
17.819,1,17.819,0,17.819,0,17.819,2
17.82,2,17.82,0,17.82,4,17.82,0
17.821,0,17.821,0,17.821,0,17.821,0
17.822,0,17.822,0,17.822,0,17.822,0
17.823,0,17.823,0,17.823,0,17.823,0
17.824,0,17.824,0,17.824,0,17.824,0
17.825,0,17.825,0,17.825,0,17.825,0
17.826,0,17.826,0,17.826,1,17.826,0
17.827,0,17.827,0,17.827,0,17.827,0
17.828,0,17.828,0,17.828,0,17.828,0
17.829,0,17.829,0,17.829,0,17.829,0
17.83,0,17.83,0,17.83,0,17.83,0
17.831,1,17.831,0,17.831,0,17.831,0
17.832,0,17.832,1,17.832,1,17.832,1
17.833,1,17.833,1,17.833,0,17.833,1
17.834,0,17.834,2,17.834,2,17.834,0
17.835,1,17.835,0,17.835,0,17.835,1
17.836,0,17.836,1,17.836,2,17.836,0
17.837,0,17.837,0,17.837,1,17.837,0
17.838,0,17.838,1,17.838,2,17.838,1
17.839,2,17.839,1,17.839,0,17.839,1
17.84,2,17.84,0,17.84,3,17.84,0
17.841,0,17.841,0,17.841,0,17.841,0
17.842,0,17.842,1,17.842,0,17.842,0
17.843,0,17.843,0,17.843,0,17.843,0
17.844,0,17.844,1,17.844,0,17.844,0
17.845,1,17.845,0,17.845,0,17.845,1
17.846,2,17.846,0,17.846,1,17.846,0
17.847,0,17.847,0,17.847,0,17.847,0
17.848,0,17.848,0,17.848,0,17.848,0
17.849,0,17.849,0,17.849,0,17.849,0
17.85,0,17.85,0,17.85,0,17.85,0
17.851,1,17.851,0,17.851,0,17.851,0
17.852,0,17.852,1,17.852,2,17.852,1
17.853,2,17.853,1,17.853,0,17.853,1
17.854,0,17.854,2,17.854,2,17.854,0
17.855,2,17.855,0,17.855,0,17.855,1
17.856,0,17.856,1,17.856,2,17.856,0
17.857,0,17.857,0,17.857,1,17.857,0
17.858,0,17.858,1,17.858,0,17.858,1
17.859,3,17.859,1,17.859,0,17.859,1
17.86,2,17.86,0,17.86,3,17.86,0
17.861,0,17.861,0,17.861,0,17.861,0
17.862,0,17.862,1,17.862,0,17.862,0
17.863,0,17.863,0,17.863,0,17.863,0
17.864,0,17.864,0,17.864,0,17.864,0
17.865,0,17.865,0,17.865,0,17.865,1
17.866,0,17.866,0,17.866,1,17.866,0
17.867,0,17.867,0,17.867,0,17.867,0
17.868,0,17.868,0,17.868,0,17.868,0
17.869,0,17.869,0,17.869,0,17.869,0
17.87,0,17.87,0,17.87,0,17.87,0
17.871,1,17.871,0,17.871,0,17.871,0
17.872,0,17.872,1,17.872,1,17.872,1
17.873,2,17.873,1,17.873,0,17.873,1
17.874,0,17.874,2,17.874,2,17.874,0
17.875,2,17.875,0,17.875,0,17.875,1
17.876,0,17.876,1,17.876,2,17.876,0
17.877,0,17.877,0,17.877,1,17.877,0
17.878,0,17.878,1,17.878,0,17.878,1
17.879,1,17.879,0,17.879,0,17.879,2
17.88,2,17.88,0,17.88,3,17.88,0
17.881,0,17.881,0,17.881,0,17.881,0
17.882,0,17.882,1,17.882,0,17.882,0
17.883,0,17.883,0,17.883,0,17.883,0
17.884,0,17.884,0,17.884,0,17.884,0
17.885,0,17.885,0,17.885,0,17.885,0
17.886,0,17.886,0,17.886,1,17.886,0
17.887,0,17.887,0,17.887,0,17.887,0
17.888,0,17.888,0,17.888,0,17.888,0
17.889,0,17.889,0,17.889,0,17.889,0
17.89,0,17.89,0,17.89,0,17.89,0
17.891,1,17.891,0,17.891,0,17.891,0
17.892,0,17.892,1,17.892,1,17.892,1
17.893,2,17.893,1,17.893,0,17.893,1
17.894,0,17.894,2,17.894,2,17.894,0
17.895,2,17.895,0,17.895,0,17.895,1
17.896,0,17.896,1,17.896,2,17.896,0
17.897,0,17.897,0,17.897,1,17.897,0
17.898,0,17.898,1,17.898,0,17.898,1
17.899,1,17.899,0,17.899,0,17.899,2
17.9,2,17.9,0,17.9,3,17.9,0
17.901,0,17.901,0,17.901,0,17.901,0
17.902,0,17.902,1,17.902,0,17.902,0
17.903,0,17.903,0,17.903,0,17.903,0
17.904,0,17.904,1,17.904,0,17.904,0
17.905,0,17.905,0,17.905,0,17.905,0
17.906,0,17.906,0,17.906,2,17.906,0
17.907,0,17.907,0,17.907,0,17.907,0
17.908,0,17.908,0,17.908,0,17.908,0
17.909,0,17.909,0,17.909,0,17.909,0
17.91,0,17.91,0,17.91,0,17.91,0
17.911,1,17.911,0,17.911,0,17.911,0
17.912,0,17.912,1,17.912,1,17.912,1
17.913,2,17.913,1,17.913,0,17.913,1
17.914,0,17.914,2,17.914,2,17.914,0
17.915,1,17.915,0,17.915,0,17.915,1
17.916,0,17.916,1,17.916,2,17.916,0
17.917,0,17.917,0,17.917,1,17.917,0
17.918,0,17.918,1,17.918,0,17.918,1
17.919,1,17.919,0,17.919,0,17.919,2
17.92,2,17.92,0,17.92,3,17.92,0
