Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by enb in uplink with total reosurce blocks=50.,Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-secondaryGnb #comment:- Number of resource block (values in blocks) by gnb in uplink with total reosurce blocks=50.
96.537,0,96.537,0
96.538,0,96.538,0
96.539,0,96.539,0
96.54,0,96.54,0
96.541,1,96.541,0
96.542,0,96.542,1
96.543,1,96.543,1
96.544,0,96.544,0
96.545,1,96.545,0
96.546,2,96.546,2
96.547,0,96.547,1
96.548,2,96.548,1
96.549,1,96.549,2
96.55,2,96.55,0
96.551,1,96.551,0
96.552,0,96.552,3
96.553,0,96.553,0
96.554,1,96.554,3
96.555,0,96.555,1
96.556,2,96.556,0
96.557,0,96.557,0
96.558,0,96.558,0
96.559,1,96.559,0
96.56,0,96.56,1
96.561,0,96.561,0
96.562,0,96.562,1
96.563,1,96.563,1
96.564,0,96.564,0
96.565,1,96.565,0
96.566,2,96.566,2
96.567,0,96.567,1
96.568,2,96.568,1
96.569,1,96.569,1
96.57,2,96.57,0
96.571,1,96.571,0
96.572,0,96.572,2
96.573,0,96.573,0
96.574,1,96.574,2
96.575,0,96.575,0
96.576,2,96.576,0
96.577,0,96.577,0
96.578,0,96.578,0
96.579,1,96.579,0
96.58,0,96.58,1
96.581,0,96.581,0
96.582,0,96.582,1
96.583,1,96.583,1
96.584,0,96.584,0
96.585,1,96.585,0
96.586,2,96.586,2
96.587,0,96.587,1
96.588,2,96.588,1
96.589,1,96.589,1
96.59,2,96.59,0
96.591,3,96.591,0
96.592,0,96.592,2
96.593,0,96.593,0
96.594,0,96.594,2
96.595,0,96.595,0
96.596,2,96.596,0
96.597,0,96.597,0
96.598,0,96.598,0
96.599,0,96.599,0
96.6,0,96.6,0
96.601,0,96.601,0
96.602,0,96.602,1
96.603,1,96.603,1
96.604,0,96.604,0
96.605,1,96.605,0
96.606,2,96.606,2
96.607,0,96.607,1
96.608,2,96.608,1
96.609,1,96.609,2
96.61,2,96.61,0
96.611,2,96.611,0
96.612,0,96.612,2
96.613,0,96.613,0
96.614,0,96.614,3
96.615,0,96.615,1
96.616,2,96.616,0
96.617,0,96.617,0
96.618,0,96.618,0
96.619,0,96.619,0
96.62,0,96.62,0
96.621,0,96.621,0
96.622,0,96.622,1
96.623,1,96.623,1
96.624,0,96.624,0
96.625,1,96.625,0
96.626,2,96.626,2
96.627,0,96.627,1
96.628,2,96.628,1
96.629,1,96.629,2
96.63,2,96.63,0
96.631,2,96.631,0
96.632,0,96.632,2
96.633,0,96.633,0
96.634,0,96.634,3
96.635,0,96.635,1
96.636,1,96.636,0
96.637,0,96.637,0
96.638,0,96.638,0
96.639,0,96.639,0
96.64,0,96.64,0
96.641,0,96.641,0
96.642,0,96.642,1
96.643,1,96.643,1
96.644,0,96.644,0
96.645,1,96.645,0
96.646,2,96.646,2
96.647,0,96.647,1
96.648,2,96.648,1
96.649,1,96.649,2
96.65,1,96.65,0
96.651,1,96.651,0
96.652,0,96.652,2
96.653,0,96.653,0
96.654,1,96.654,3
96.655,0,96.655,1
96.656,1,96.656,0
96.657,0,96.657,0
96.658,0,96.658,0
96.659,1,96.659,0
96.66,0,96.66,1
96.661,0,96.661,0
96.662,0,96.662,1
96.663,1,96.663,1
96.664,0,96.664,0
96.665,1,96.665,0
96.666,2,96.666,2
96.667,0,96.667,1
96.668,2,96.668,1
96.669,1,96.669,1
96.67,1,96.67,0
96.671,2,96.671,0
96.672,0,96.672,2
96.673,0,96.673,0
96.674,1,96.674,2
96.675,1,96.675,0
96.676,1,96.676,0
96.677,0,96.677,0
96.678,0,96.678,0
96.679,0,96.679,0
96.68,1,96.68,1
96.681,0,96.681,0
96.682,0,96.682,1
96.683,1,96.683,1
96.684,0,96.684,0
96.685,1,96.685,0
96.686,2,96.686,2
96.687,0,96.687,1
96.688,2,96.688,1
96.689,1,96.689,2
96.69,1,96.69,0
96.691,2,96.691,0
96.692,0,96.692,3
96.693,0,96.693,0
96.694,0,96.694,3
96.695,0,96.695,0
96.696,1,96.696,0
96.697,0,96.697,0
96.698,0,96.698,0
96.699,0,96.699,0
96.7,0,96.7,0
96.701,0,96.701,0
96.702,0,96.702,1
96.703,1,96.703,1
96.704,0,96.704,0
96.705,1,96.705,0
96.706,2,96.706,2
96.707,0,96.707,1
96.708,2,96.708,1
96.709,1,96.709,2
96.71,1,96.71,0
96.711,1,96.711,0
96.712,0,96.712,3
96.713,0,96.713,0
96.714,0,96.714,3
96.715,0,96.715,1
96.716,1,96.716,0
96.717,0,96.717,0
96.718,0,96.718,0
96.719,0,96.719,0
96.72,0,96.72,0
96.721,0,96.721,0
96.722,0,96.722,1
96.723,1,96.723,1
96.724,0,96.724,0
96.725,2,96.725,0
96.726,2,96.726,2
96.727,0,96.727,1
96.728,2,96.728,1
96.729,1,96.729,2
96.73,1,96.73,0
96.731,4,96.731,0
96.732,0,96.732,3
96.733,0,96.733,0
96.734,0,96.734,3
96.735,0,96.735,1
96.736,2,96.736,0
96.737,0,96.737,0
96.738,0,96.738,0
96.739,0,96.739,0
96.74,0,96.74,0
96.741,1,96.741,0
96.742,1,96.742,1
96.743,1,96.743,1
96.744,0,96.744,0
96.745,1,96.745,0
96.746,2,96.746,2
96.747,0,96.747,1
96.748,2,96.748,2
96.749,1,96.749,2
96.75,2,96.75,0
96.751,3,96.751,0
96.752,0,96.752,3
96.753,0,96.753,0
96.754,1,96.754,4
96.755,1,96.755,1
96.756,2,96.756,0
96.757,0,96.757,0
96.758,0,96.758,0
96.759,1,96.759,0
96.76,0,96.76,1
96.761,0,96.761,0
96.762,0,96.762,1
96.763,1,96.763,1
96.764,0,96.764,0
96.765,1,96.765,0
96.766,2,96.766,2
96.767,0,96.767,1
96.768,3,96.768,1
96.769,1,96.769,1
96.77,2,96.77,0
96.771,3,96.771,0
96.772,0,96.772,2
96.773,0,96.773,0
96.774,1,96.774,2
96.775,0,96.775,0
96.776,1,96.776,0
96.777,0,96.777,0
96.778,0,96.778,0
96.779,0,96.779,0
96.78,0,96.78,1
96.781,0,96.781,0
96.782,0,96.782,1
96.783,1,96.783,1
96.784,0,96.784,0
96.785,1,96.785,0
96.786,2,96.786,2
96.787,0,96.787,1
96.788,3,96.788,1
96.789,1,96.789,1
96.79,2,96.79,0
96.791,2,96.791,0
96.792,0,96.792,2
96.793,1,96.793,0
96.794,1,96.794,2
96.795,0,96.795,0
96.796,1,96.796,0
96.797,0,96.797,0
96.798,0,96.798,0
96.799,0,96.799,0
96.8,0,96.8,1
96.801,0,96.801,0
96.802,0,96.802,1
96.803,1,96.803,1
96.804,0,96.804,0
96.805,1,96.805,0
96.806,2,96.806,2
96.807,0,96.807,1
96.808,2,96.808,1
96.809,1,96.809,1
96.81,1,96.81,0
96.811,2,96.811,0
96.812,0,96.812,2
96.813,0,96.813,0
96.814,0,96.814,2
96.815,0,96.815,0
96.816,0,96.816,0
96.817,0,96.817,0
96.818,0,96.818,0
96.819,0,96.819,0
96.82,0,96.82,0
96.821,0,96.821,0
96.822,0,96.822,1
96.823,1,96.823,1
96.824,0,96.824,0
96.825,1,96.825,0
96.826,2,96.826,2
96.827,0,96.827,1
96.828,2,96.828,1
96.829,1,96.829,2
96.83,1,96.83,0
96.831,2,96.831,0
96.832,0,96.832,3
96.833,0,96.833,0
96.834,0,96.834,3
96.835,0,96.835,1
96.836,1,96.836,0
96.837,0,96.837,0
96.838,0,96.838,0
96.839,0,96.839,0
96.84,0,96.84,0
96.841,0,96.841,0
96.842,2,96.842,1
96.843,1,96.843,1
96.844,0,96.844,0
96.845,1,96.845,0
96.846,2,96.846,2
96.847,0,96.847,1
96.848,2,96.848,1
96.849,1,96.849,2
96.85,2,96.85,0
96.851,2,96.851,0
96.852,0,96.852,3
96.853,0,96.853,0
96.854,1,96.854,3
96.855,0,96.855,1
96.856,1,96.856,0
96.857,0,96.857,0
96.858,0,96.858,0
96.859,0,96.859,0
96.86,0,96.86,1
96.861,0,96.861,0
96.862,0,96.862,1
96.863,1,96.863,1
96.864,0,96.864,0
96.865,1,96.865,0
96.866,2,96.866,2
96.867,0,96.867,1
96.868,1,96.868,1
96.869,1,96.869,1
96.87,2,96.87,0
96.871,2,96.871,0
96.872,0,96.872,2
96.873,0,96.873,0
96.874,1,96.874,2
96.875,0,96.875,0
96.876,1,96.876,0
96.877,0,96.877,0
96.878,0,96.878,0
96.879,1,96.879,0
96.88,0,96.88,1
96.881,0,96.881,0
96.882,0,96.882,1
96.883,1,96.883,1
96.884,0,96.884,0
96.885,1,96.885,0
96.886,2,96.886,2
96.887,0,96.887,1
96.888,1,96.888,1
96.889,1,96.889,1
96.89,2,96.89,0
96.891,2,96.891,0
96.892,0,96.892,2
96.893,0,96.893,0
96.894,2,96.894,2
96.895,0,96.895,0
96.896,1,96.896,0
96.897,0,96.897,0
96.898,0,96.898,0
96.899,2,96.899,0
96.9,0,96.9,2
96.901,0,96.901,0
96.902,0,96.902,1
96.903,1,96.903,1
96.904,0,96.904,0
96.905,3,96.905,0
96.906,2,96.906,2
96.907,0,96.907,1
96.908,1,96.908,1
96.909,1,96.909,1
96.91,3,96.91,0
96.911,2,96.911,0
96.912,0,96.912,1
96.913,0,96.913,0
96.914,0,96.914,2
96.915,0,96.915,0
96.916,1,96.916,0
96.917,0,96.917,0
96.918,0,96.918,0
96.919,0,96.919,0
96.92,0,96.92,0
96.921,0,96.921,0
96.922,0,96.922,1
96.923,1,96.923,1
96.924,0,96.924,0
96.925,1,96.925,0
96.926,2,96.926,2
96.927,0,96.927,1
96.928,2,96.928,1
96.929,1,96.929,2
96.93,2,96.93,0
96.931,2,96.931,0
96.932,0,96.932,3
96.933,0,96.933,0
96.934,1,96.934,3
96.935,0,96.935,1
96.936,1,96.936,0
96.937,0,96.937,0
96.938,0,96.938,0
96.939,0,96.939,0
96.94,0,96.94,1
96.941,0,96.941,0
96.942,0,96.942,1
96.943,1,96.943,1
96.944,0,96.944,0
96.945,1,96.945,0
96.946,2,96.946,2
96.947,0,96.947,1
96.948,2,96.948,1
96.949,1,96.949,1
96.95,2,96.95,0
96.951,1,96.951,0
96.952,0,96.952,2
96.953,0,96.953,0
96.954,1,96.954,2
96.955,0,96.955,0
96.956,1,96.956,0
96.957,0,96.957,0
96.958,0,96.958,0
96.959,0,96.959,0
96.96,0,96.96,1
96.961,0,96.961,0
96.962,0,96.962,1
96.963,1,96.963,1
96.964,0,96.964,0
96.965,1,96.965,0
96.966,2,96.966,2
96.967,0,96.967,1
96.968,3,96.968,1
96.969,1,96.969,2
96.97,2,96.97,0
96.971,2,96.971,0
96.972,0,96.972,2
96.973,0,96.973,0
96.974,2,96.974,3
96.975,0,96.975,1
96.976,1,96.976,0
96.977,0,96.977,0
96.978,0,96.978,0
96.979,0,96.979,0
96.98,0,96.98,2
96.981,0,96.981,0
96.982,0,96.982,1
96.983,1,96.983,1
96.984,0,96.984,0
96.985,1,96.985,0
96.986,2,96.986,2
96.987,0,96.987,1
96.988,1,96.988,1
96.989,1,96.989,1
96.99,2,96.99,0
96.991,2,96.991,0
96.992,0,96.992,1
96.993,0,96.993,0
96.994,0,96.994,2
96.995,0,96.995,0
96.996,1,96.996,0
96.997,0,96.997,0
96.998,0,96.998,0
96.999,0,96.999,0
97,0,97,0
97.001,0,97.001,0
97.002,0,97.002,1
97.003,1,97.003,1
97.004,0,97.004,0
97.005,1,97.005,0
97.006,2,97.006,2
97.007,0,97.007,1
97.008,2,97.008,1
97.009,1,97.009,2
97.01,2,97.01,0
97.011,2,97.011,0
97.012,0,97.012,3
97.013,0,97.013,0
97.014,1,97.014,3
97.015,0,97.015,1
97.016,1,97.016,0
97.017,0,97.017,0
97.018,0,97.018,0
97.019,0,97.019,0
97.02,0,97.02,1
97.021,0,97.021,0
97.022,0,97.022,1
97.023,1,97.023,1
97.024,0,97.024,0
97.025,1,97.025,0
97.026,2,97.026,2
97.027,0,97.027,1
97.028,1,97.028,1
97.029,1,97.029,2
97.03,2,97.03,0
97.031,1,97.031,0
97.032,0,97.032,2
97.033,0,97.033,0
97.034,0,97.034,3
97.035,0,97.035,0
97.036,1,97.036,0
97.037,0,97.037,0
97.038,0,97.038,0
97.039,0,97.039,0
97.04,0,97.04,0
97.041,0,97.041,0
97.042,0,97.042,1
97.043,1,97.043,1
97.044,0,97.044,0
97.045,1,97.045,0
97.046,2,97.046,2
97.047,0,97.047,1
97.048,1,97.048,1
97.049,1,97.049,2
97.05,2,97.05,0
97.051,2,97.051,0
97.052,0,97.052,3
97.053,0,97.053,0
97.054,1,97.054,3
97.055,0,97.055,1
97.056,1,97.056,0
97.057,0,97.057,0
97.058,0,97.058,0
97.059,2,97.059,0
97.06,0,97.06,1
97.061,0,97.061,0
97.062,0,97.062,1
97.063,1,97.063,1
97.064,0,97.064,0
97.065,4,97.065,0
97.066,2,97.066,2
97.067,0,97.067,1
97.068,2,97.068,1
97.069,1,97.069,1
97.07,3,97.07,0
97.071,2,97.071,0
97.072,0,97.072,2
97.073,0,97.073,0
97.074,1,97.074,2
97.075,1,97.075,0
97.076,3,97.076,0
97.077,0,97.077,0
97.078,0,97.078,0
97.079,0,97.079,0
97.08,0,97.08,1
97.081,0,97.081,0
97.082,0,97.082,1
97.083,1,97.083,1
97.084,0,97.084,0
97.085,1,97.085,0
97.086,2,97.086,2
97.087,0,97.087,1
97.088,2,97.088,1
97.089,1,97.089,1
97.09,2,97.09,0
97.091,3,97.091,0
97.092,0,97.092,2
97.093,0,97.093,0
97.094,1,97.094,2
97.095,0,97.095,0
97.096,1,97.096,0
97.097,0,97.097,0
97.098,0,97.098,0
97.099,0,97.099,0
97.1,0,97.1,1
97.101,0,97.101,0
97.102,0,97.102,1
97.103,1,97.103,1
97.104,0,97.104,0
97.105,1,97.105,0
97.106,2,97.106,2
97.107,0,97.107,1
97.108,2,97.108,1
97.109,1,97.109,2
97.11,2,97.11,0
97.111,2,97.111,0
97.112,0,97.112,2
97.113,0,97.113,0
97.114,1,97.114,3
97.115,0,97.115,0
97.116,1,97.116,0
97.117,0,97.117,0
97.118,0,97.118,0
97.119,0,97.119,0
97.12,0,97.12,1
97.121,0,97.121,0
97.122,0,97.122,1
97.123,1,97.123,1
97.124,0,97.124,0
97.125,1,97.125,0
97.126,2,97.126,2
97.127,0,97.127,1
97.128,1,97.128,1
97.129,1,97.129,2
97.13,2,97.13,0
97.131,2,97.131,0
97.132,0,97.132,2
97.133,0,97.133,0
97.134,0,97.134,3
97.135,0,97.135,0
97.136,1,97.136,0
97.137,0,97.137,0
97.138,0,97.138,0
97.139,0,97.139,0
97.14,0,97.14,0
97.141,0,97.141,0
97.142,0,97.142,1
97.143,1,97.143,1
97.144,0,97.144,0
97.145,1,97.145,0
97.146,2,97.146,2
97.147,0,97.147,1
97.148,1,97.148,1
97.149,1,97.149,2
97.15,2,97.15,0
97.151,2,97.151,0
97.152,0,97.152,3
97.153,0,97.153,0
97.154,2,97.154,3
97.155,0,97.155,1
97.156,1,97.156,0
97.157,0,97.157,0
97.158,0,97.158,0
97.159,2,97.159,0
97.16,0,97.16,1
97.161,0,97.161,0
97.162,0,97.162,1
97.163,1,97.163,1
97.164,0,97.164,0
97.165,3,97.165,0
97.166,2,97.166,2
97.167,0,97.167,1
97.168,2,97.168,1
97.169,1,97.169,1
97.17,3,97.17,0
97.171,2,97.171,0
97.172,0,97.172,2
97.173,0,97.173,0
97.174,1,97.174,2
97.175,0,97.175,0
97.176,0,97.176,0
97.177,0,97.177,0
97.178,0,97.178,0
97.179,0,97.179,0
97.18,0,97.18,1
97.181,0,97.181,0
97.182,0,97.182,1
97.183,1,97.183,1
97.184,0,97.184,0
97.185,1,97.185,0
97.186,2,97.186,2
97.187,0,97.187,1
97.188,2,97.188,1
97.189,1,97.189,1
97.19,2,97.19,0
97.191,2,97.191,0
97.192,0,97.192,2
97.193,0,97.193,0
97.194,1,97.194,2
97.195,0,97.195,0
97.196,0,97.196,0
97.197,0,97.197,0
97.198,0,97.198,0
97.199,0,97.199,0
97.2,0,97.2,0
97.201,0,97.201,0
97.202,0,97.202,1
97.203,1,97.203,1
97.204,0,97.204,0
97.205,1,97.205,0
97.206,2,97.206,2
97.207,0,97.207,1
97.208,2,97.208,1
97.209,1,97.209,2
97.21,2,97.21,0
97.211,1,97.211,0
97.212,0,97.212,3
97.213,0,97.213,0
97.214,1,97.214,3
97.215,0,97.215,1
97.216,0,97.216,0
97.217,0,97.217,0
97.218,0,97.218,0
97.219,0,97.219,0
97.22,0,97.22,1
97.221,0,97.221,0
97.222,0,97.222,1
97.223,1,97.223,1
97.224,0,97.224,0
97.225,1,97.225,0
97.226,2,97.226,2
97.227,0,97.227,1
97.228,1,97.228,1
97.229,1,97.229,2
97.23,2,97.23,0
97.231,2,97.231,0
97.232,0,97.232,2
97.233,0,97.233,0
97.234,0,97.234,3
97.235,0,97.235,0
97.236,1,97.236,0
97.237,0,97.237,0
97.238,0,97.238,0
97.239,0,97.239,0
97.24,0,97.24,0
97.241,1,97.241,0
97.242,0,97.242,1
97.243,1,97.243,1
97.244,0,97.244,0
97.245,1,97.245,0
97.246,2,97.246,2
97.247,0,97.247,1
97.248,2,97.248,1
97.249,1,97.249,2
97.25,2,97.25,0
97.251,3,97.251,0
97.252,0,97.252,3
97.253,0,97.253,0
97.254,2,97.254,3
97.255,0,97.255,1
97.256,0,97.256,0
97.257,0,97.257,0
97.258,0,97.258,1
97.259,2,97.259,0
97.26,0,97.26,2
97.261,0,97.261,0
97.262,0,97.262,1
97.263,1,97.263,1
97.264,0,97.264,0
97.265,3,97.265,0
97.266,2,97.266,2
97.267,0,97.267,1
97.268,2,97.268,1
97.269,1,97.269,1
97.27,3,97.27,0
97.271,2,97.271,0
97.272,0,97.272,1
97.273,0,97.273,0
97.274,1,97.274,2
97.275,0,97.275,0
97.276,0,97.276,0
97.277,0,97.277,0
97.278,0,97.278,0
97.279,1,97.279,0
97.28,0,97.28,1
97.281,0,97.281,0
97.282,0,97.282,1
97.283,1,97.283,1
97.284,0,97.284,0
97.285,1,97.285,0
97.286,2,97.286,2
97.287,0,97.287,1
97.288,3,97.288,1
97.289,1,97.289,1
97.29,2,97.29,0
97.291,1,97.291,0
97.292,0,97.292,2
97.293,0,97.293,0
97.294,2,97.294,2
97.295,0,97.295,0
97.296,0,97.296,0
97.297,0,97.297,0
97.298,0,97.298,0
97.299,0,97.299,0
97.3,0,97.3,1
97.301,0,97.301,0
97.302,0,97.302,1
97.303,1,97.303,1
97.304,0,97.304,0
97.305,1,97.305,0
97.306,2,97.306,2
97.307,0,97.307,1
97.308,2,97.308,1
97.309,1,97.309,1
97.31,2,97.31,0
97.311,1,97.311,0
97.312,0,97.312,2
97.313,0,97.313,0
97.314,1,97.314,2
97.315,0,97.315,0
97.316,0,97.316,0
97.317,0,97.317,0
97.318,0,97.318,0
97.319,0,97.319,0
97.32,0,97.32,0
97.321,0,97.321,0
97.322,0,97.322,1
97.323,1,97.323,1
97.324,0,97.324,0
97.325,1,97.325,0
97.326,2,97.326,2
97.327,0,97.327,1
97.328,2,97.328,1
97.329,1,97.329,2
97.33,2,97.33,0
97.331,2,97.331,0
97.332,0,97.332,3
97.333,0,97.333,0
97.334,1,97.334,3
97.335,0,97.335,1
97.336,0,97.336,0
97.337,0,97.337,0
97.338,0,97.338,1
97.339,0,97.339,0
97.34,0,97.34,1
97.341,0,97.341,0
97.342,0,97.342,1
97.343,1,97.343,1
97.344,0,97.344,0
97.345,1,97.345,0
97.346,2,97.346,2
97.347,0,97.347,1
97.348,2,97.348,1
97.349,1,97.349,1
97.35,2,97.35,0
97.351,2,97.351,0
97.352,0,97.352,2
97.353,0,97.353,0
97.354,1,97.354,2
97.355,0,97.355,0
97.356,0,97.356,0
97.357,0,97.357,0
97.358,0,97.358,0
97.359,0,97.359,0
97.36,0,97.36,0
97.361,0,97.361,0
97.362,0,97.362,1
97.363,1,97.363,1
97.364,0,97.364,0
97.365,1,97.365,0
97.366,2,97.366,2
97.367,0,97.367,1
97.368,3,97.368,1
97.369,1,97.369,2
97.37,2,97.37,0
97.371,2,97.371,0
97.372,0,97.372,3
97.373,0,97.373,0
97.374,2,97.374,3
97.375,0,97.375,1
97.376,0,97.376,0
97.377,0,97.377,0
97.378,0,97.378,0
97.379,1,97.379,0
97.38,0,97.38,2
97.381,0,97.381,0
97.382,0,97.382,1
97.383,1,97.383,1
97.384,0,97.384,0
97.385,1,97.385,0
97.386,2,97.386,2
97.387,0,97.387,1
97.388,1,97.388,1
97.389,1,97.389,1
97.39,2,97.39,0
97.391,2,97.391,0
97.392,0,97.392,1
97.393,0,97.393,0
97.394,0,97.394,2
97.395,0,97.395,0
97.396,0,97.396,0
97.397,0,97.397,0
97.398,0,97.398,0
97.399,0,97.399,0
97.4,0,97.4,0
97.401,0,97.401,0
97.402,0,97.402,1
97.403,1,97.403,1
97.404,0,97.404,0
97.405,1,97.405,0
97.406,2,97.406,2
97.407,0,97.407,1
97.408,1,97.408,1
97.409,1,97.409,2
97.41,2,97.41,0
97.411,2,97.411,0
97.412,0,97.412,3
97.413,0,97.413,0
97.414,1,97.414,3
97.415,0,97.415,1
97.416,0,97.416,0
97.417,0,97.417,0
97.418,0,97.418,0
97.419,0,97.419,0
97.42,0,97.42,1
97.421,0,97.421,0
97.422,0,97.422,1
97.423,1,97.423,1
97.424,0,97.424,0
97.425,1,97.425,0
97.426,2,97.426,2
97.427,0,97.427,1
97.428,1,97.428,1
97.429,1,97.429,2
97.43,2,97.43,0
97.431,1,97.431,0
97.432,0,97.432,2
97.433,0,97.433,0
97.434,0,97.434,3
97.435,0,97.435,0
97.436,0,97.436,0
97.437,0,97.437,0
97.438,0,97.438,0
97.439,0,97.439,0
97.44,0,97.44,0
97.441,0,97.441,0
97.442,0,97.442,1
97.443,1,97.443,1
97.444,0,97.444,0
97.445,1,97.445,0
97.446,2,97.446,2
97.447,0,97.447,1
97.448,2,97.448,1
97.449,1,97.449,2
97.45,2,97.45,0
97.451,2,97.451,0
97.452,0,97.452,3
97.453,0,97.453,0
97.454,1,97.454,2
97.455,0,97.455,1
97.456,0,97.456,0
97.457,0,97.457,0
97.458,0,97.458,0
97.459,1,97.459,0
97.46,0,97.46,1
97.461,0,97.461,0
97.462,0,97.462,1
97.463,1,97.463,1
97.464,0,97.464,0
97.465,4,97.465,0
97.466,2,97.466,2
97.467,0,97.467,1
97.468,2,97.468,1
97.469,1,97.469,1
97.47,3,97.47,0
97.471,2,97.471,0
97.472,0,97.472,2
97.473,0,97.473,0
97.474,1,97.474,2
97.475,1,97.475,0
97.476,2,97.476,0
97.477,0,97.477,0
97.478,0,97.478,0
97.479,1,97.479,0
97.48,0,97.48,1
97.481,0,97.481,0
97.482,0,97.482,1
97.483,1,97.483,1
97.484,0,97.484,0
97.485,1,97.485,0
97.486,2,97.486,2
97.487,0,97.487,1
97.488,2,97.488,1
97.489,1,97.489,1
97.49,2,97.49,0
97.491,2,97.491,0
97.492,0,97.492,2
97.493,0,97.493,0
97.494,1,97.494,2
97.495,0,97.495,0
97.496,0,97.496,0
97.497,0,97.497,0
97.498,0,97.498,0
97.499,0,97.499,0
97.5,0,97.5,0
97.501,0,97.501,0
97.502,0,97.502,1
97.503,1,97.503,1
97.504,0,97.504,0
97.505,1,97.505,0
97.506,2,97.506,2
97.507,0,97.507,1
97.508,2,97.508,1
97.509,1,97.509,2
97.51,2,97.51,0
97.511,2,97.511,0
97.512,0,97.512,3
97.513,0,97.513,0
97.514,1,97.514,3
97.515,0,97.515,1
97.516,0,97.516,0
97.517,0,97.517,0
97.518,0,97.518,0
97.519,0,97.519,0
97.52,0,97.52,1
97.521,0,97.521,0
97.522,0,97.522,1
97.523,1,97.523,1
97.524,0,97.524,0
97.525,1,97.525,0
97.526,2,97.526,2
97.527,0,97.527,1
97.528,2,97.528,1
97.529,1,97.529,2
97.53,2,97.53,0
97.531,1,97.531,0
97.532,0,97.532,3
97.533,0,97.533,0
97.534,1,97.534,3
97.535,0,97.535,0
97.536,0,97.536,0
97.537,0,97.537,0
97.538,0,97.538,0
97.539,0,97.539,0
97.54,0,97.54,1
97.541,0,97.541,0
97.542,0,97.542,1
97.543,1,97.543,1
97.544,0,97.544,0
97.545,1,97.545,0
97.546,2,97.546,2
97.547,0,97.547,1
97.548,3,97.548,1
97.549,1,97.549,1
97.55,2,97.55,0
97.551,2,97.551,0
97.552,0,97.552,2
97.553,0,97.553,0
97.554,2,97.554,2
97.555,0,97.555,0
97.556,0,97.556,0
97.557,0,97.557,0
97.558,0,97.558,0
97.559,0,97.559,0
97.56,0,97.56,1
97.561,0,97.561,0
97.562,0,97.562,1
97.563,1,97.563,1
97.564,0,97.564,0
97.565,1,97.565,0
97.566,2,97.566,2
97.567,0,97.567,1
97.568,2,97.568,1
97.569,1,97.569,1
97.57,2,97.57,0
97.571,3,97.571,0
97.572,0,97.572,2
97.573,0,97.573,0
97.574,1,97.574,2
97.575,0,97.575,0
97.576,0,97.576,0
97.577,0,97.577,0
97.578,0,97.578,0
97.579,1,97.579,0
97.58,0,97.58,1
97.581,0,97.581,0
97.582,0,97.582,1
97.583,1,97.583,1
97.584,0,97.584,0
97.585,1,97.585,0
97.586,2,97.586,2
97.587,0,97.587,1
97.588,1,97.588,1
97.589,1,97.589,1
97.59,2,97.59,0
97.591,2,97.591,0
97.592,0,97.592,2
97.593,0,97.593,0
97.594,1,97.594,2
97.595,0,97.595,0
97.596,0,97.596,0
97.597,0,97.597,0
97.598,0,97.598,0
97.599,0,97.599,0
97.6,2,97.6,0
97.601,0,97.601,0
97.602,0,97.602,1
97.603,1,97.603,1
97.604,0,97.604,0
97.605,1,97.605,0
97.606,2,97.606,2
97.607,0,97.607,1
97.608,2,97.608,1
97.609,1,97.609,2
97.61,2,97.61,0
97.611,2,97.611,0
97.612,0,97.612,2
97.613,0,97.613,0
97.614,1,97.614,3
97.615,0,97.615,1
97.616,0,97.616,0
97.617,0,97.617,0
97.618,0,97.618,0
97.619,0,97.619,0
97.62,0,97.62,0
97.621,0,97.621,0
97.622,0,97.622,1
97.623,1,97.623,1
97.624,0,97.624,0
97.625,1,97.625,0
97.626,2,97.626,2
97.627,0,97.627,1
97.628,1,97.628,1
97.629,1,97.629,2
97.63,2,97.63,0
97.631,1,97.631,0
97.632,0,97.632,3
97.633,0,97.633,0
97.634,0,97.634,3
97.635,0,97.635,1
97.636,0,97.636,0
97.637,0,97.637,0
97.638,0,97.638,0
97.639,0,97.639,0
97.64,0,97.64,0
97.641,0,97.641,0
97.642,0,97.642,1
97.643,1,97.643,1
97.644,0,97.644,0
97.645,1,97.645,0
97.646,2,97.646,2
97.647,0,97.647,1
97.648,2,97.648,1
97.649,1,97.649,2
97.65,2,97.65,0
97.651,1,97.651,0
97.652,0,97.652,3
97.653,0,97.653,0
97.654,2,97.654,2
97.655,0,97.655,1
97.656,0,97.656,0
97.657,0,97.657,0
97.658,0,97.658,0
97.659,0,97.659,0
97.66,2,97.66,2
97.661,0,97.661,0
97.662,0,97.662,1
97.663,1,97.663,1
97.664,0,97.664,0
97.665,1,97.665,0
97.666,2,97.666,2
97.667,0,97.667,1
97.668,3,97.668,1
97.669,1,97.669,1
97.67,2,97.67,0
97.671,3,97.671,0
97.672,0,97.672,1
97.673,1,97.673,0
97.674,1,97.674,2
97.675,0,97.675,0
97.676,1,97.676,0
97.677,0,97.677,0
97.678,0,97.678,0
97.679,2,97.679,0
97.68,0,97.68,1
97.681,0,97.681,0
97.682,0,97.682,1
97.683,1,97.683,1
97.684,0,97.684,0
97.685,1,97.685,0
97.686,2,97.686,2
97.687,0,97.687,1
97.688,2,97.688,1
97.689,1,97.689,1
