Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb1 #comment:- Number of resource block (values in blocks) by Enb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb1 #comment:- Number of resource block (values in blocks) by Gnb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb2  #comment:- Number of resource block (values in blocks) by Enb2 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb2   #comment:- Number of resource block (values in blocks) by Gnb2 in downlink with total reource blocks=50.
97.043,0,97.043,0,97.043,0,97.043,0
97.044,0,97.044,0,97.044,0,97.044,0
97.045,0,97.045,0,97.045,0,97.045,0
97.046,1,97.046,0,97.046,1,97.046,0
97.047,0,97.047,0,97.047,0,97.047,0
97.048,0,97.048,0,97.048,0,97.048,0
97.049,0,97.049,0,97.049,0,97.049,0
97.05,0,97.05,0,97.05,0,97.05,0
97.051,1,97.051,0,97.051,0,97.051,0
97.052,0,97.052,3,97.052,0,97.052,0
97.053,1,97.053,0,97.053,0,97.053,2
97.054,1,97.054,2,97.054,1,97.054,0
97.055,0,97.055,0,97.055,2,97.055,0
97.056,1,97.056,0,97.056,0,97.056,1
97.057,0,97.057,0,97.057,1,97.057,0
97.058,0,97.058,0,97.058,0,97.058,0
97.059,1,97.059,1,97.059,0,97.059,0
97.06,1,97.06,1,97.06,1,97.06,0
97.061,0,97.061,0,97.061,0,97.061,0
97.062,0,97.062,0,97.062,0,97.062,0
97.063,0,97.063,0,97.063,0,97.063,0
97.064,0,97.064,0,97.064,0,97.064,0
97.065,0,97.065,0,97.065,0,97.065,0
97.066,1,97.066,0,97.066,1,97.066,0
97.067,0,97.067,0,97.067,0,97.067,0
97.068,0,97.068,0,97.068,0,97.068,0
97.069,0,97.069,0,97.069,0,97.069,0
97.07,0,97.07,0,97.07,0,97.07,0
97.071,1,97.071,0,97.071,0,97.071,0
97.072,1,97.072,3,97.072,0,97.072,0
97.073,1,97.073,0,97.073,0,97.073,2
97.074,1,97.074,2,97.074,1,97.074,0
97.075,0,97.075,0,97.075,2,97.075,0
97.076,1,97.076,0,97.076,0,97.076,1
97.077,0,97.077,0,97.077,1,97.077,0
97.078,0,97.078,1,97.078,0,97.078,0
97.079,1,97.079,1,97.079,0,97.079,0
97.08,1,97.08,1,97.08,1,97.08,0
97.081,0,97.081,0,97.081,0,97.081,0
97.082,0,97.082,0,97.082,0,97.082,0
97.083,0,97.083,0,97.083,0,97.083,0
97.084,0,97.084,0,97.084,0,97.084,0
97.085,0,97.085,0,97.085,0,97.085,0
97.086,1,97.086,0,97.086,1,97.086,0
97.087,0,97.087,0,97.087,0,97.087,0
97.088,0,97.088,0,97.088,0,97.088,0
97.089,0,97.089,0,97.089,0,97.089,0
97.09,0,97.09,0,97.09,0,97.09,0
97.091,1,97.091,0,97.091,0,97.091,0
97.092,0,97.092,3,97.092,0,97.092,0
97.093,1,97.093,0,97.093,0,97.093,2
97.094,1,97.094,2,97.094,1,97.094,0
97.095,0,97.095,0,97.095,2,97.095,0
97.096,1,97.096,0,97.096,0,97.096,1
97.097,0,97.097,0,97.097,1,97.097,0
97.098,0,97.098,0,97.098,0,97.098,0
97.099,1,97.099,1,97.099,0,97.099,0
97.1,1,97.1,1,97.1,1,97.1,0
97.101,0,97.101,0,97.101,0,97.101,0
97.102,0,97.102,0,97.102,0,97.102,0
97.103,0,97.103,0,97.103,0,97.103,0
97.104,0,97.104,0,97.104,0,97.104,0
97.105,0,97.105,0,97.105,0,97.105,0
97.106,1,97.106,0,97.106,1,97.106,0
97.107,0,97.107,0,97.107,0,97.107,0
97.108,0,97.108,0,97.108,0,97.108,0
97.109,0,97.109,0,97.109,0,97.109,0
97.11,0,97.11,0,97.11,0,97.11,0
97.111,1,97.111,0,97.111,0,97.111,0
97.112,0,97.112,3,97.112,1,97.112,0
97.113,1,97.113,0,97.113,0,97.113,2
97.114,1,97.114,2,97.114,1,97.114,0
97.115,0,97.115,0,97.115,2,97.115,0
97.116,1,97.116,0,97.116,0,97.116,1
97.117,0,97.117,0,97.117,1,97.117,0
97.118,0,97.118,0,97.118,0,97.118,0
97.119,1,97.119,1,97.119,0,97.119,0
97.12,1,97.12,1,97.12,1,97.12,0
97.121,0,97.121,0,97.121,0,97.121,0
97.122,0,97.122,0,97.122,0,97.122,0
97.123,0,97.123,0,97.123,0,97.123,0
97.124,0,97.124,0,97.124,0,97.124,0
97.125,0,97.125,0,97.125,0,97.125,0
97.126,1,97.126,0,97.126,1,97.126,0
97.127,0,97.127,0,97.127,0,97.127,0
97.128,0,97.128,0,97.128,0,97.128,0
97.129,0,97.129,0,97.129,0,97.129,0
97.13,0,97.13,0,97.13,0,97.13,0
97.131,1,97.131,0,97.131,0,97.131,0
97.132,0,97.132,3,97.132,0,97.132,0
97.133,1,97.133,0,97.133,0,97.133,2
97.134,1,97.134,2,97.134,1,97.134,0
97.135,0,97.135,0,97.135,2,97.135,0
97.136,1,97.136,0,97.136,0,97.136,1
97.137,0,97.137,0,97.137,1,97.137,0
97.138,0,97.138,0,97.138,0,97.138,0
97.139,1,97.139,1,97.139,0,97.139,0
97.14,1,97.14,1,97.14,1,97.14,0
97.141,0,97.141,0,97.141,0,97.141,0
97.142,0,97.142,0,97.142,0,97.142,0
97.143,0,97.143,0,97.143,0,97.143,0
97.144,0,97.144,0,97.144,0,97.144,0
97.145,0,97.145,0,97.145,0,97.145,0
97.146,1,97.146,0,97.146,1,97.146,0
97.147,0,97.147,0,97.147,0,97.147,0
97.148,0,97.148,0,97.148,0,97.148,0
97.149,0,97.149,0,97.149,0,97.149,0
97.15,0,97.15,0,97.15,0,97.15,0
97.151,1,97.151,0,97.151,0,97.151,0
97.152,1,97.152,3,97.152,1,97.152,0
97.153,1,97.153,0,97.153,0,97.153,2
97.154,1,97.154,2,97.154,1,97.154,0
97.155,0,97.155,0,97.155,2,97.155,0
97.156,1,97.156,0,97.156,0,97.156,1
97.157,0,97.157,0,97.157,1,97.157,0
97.158,0,97.158,1,97.158,0,97.158,0
97.159,1,97.159,1,97.159,0,97.159,0
97.16,1,97.16,1,97.16,1,97.16,0
97.161,0,97.161,0,97.161,0,97.161,0
97.162,0,97.162,0,97.162,0,97.162,0
97.163,0,97.163,0,97.163,0,97.163,0
97.164,0,97.164,0,97.164,0,97.164,0
97.165,0,97.165,0,97.165,0,97.165,0
97.166,1,97.166,0,97.166,1,97.166,0
97.167,0,97.167,0,97.167,0,97.167,0
97.168,0,97.168,0,97.168,0,97.168,0
97.169,0,97.169,0,97.169,0,97.169,0
97.17,0,97.17,0,97.17,0,97.17,0
97.171,1,97.171,0,97.171,0,97.171,0
97.172,0,97.172,3,97.172,0,97.172,0
97.173,1,97.173,0,97.173,0,97.173,2
97.174,1,97.174,2,97.174,1,97.174,0
97.175,0,97.175,0,97.175,2,97.175,0
97.176,1,97.176,0,97.176,0,97.176,1
97.177,0,97.177,0,97.177,1,97.177,0
97.178,0,97.178,0,97.178,0,97.178,0
97.179,1,97.179,1,97.179,0,97.179,0
97.18,1,97.18,1,97.18,1,97.18,0
97.181,0,97.181,0,97.181,0,97.181,0
97.182,0,97.182,0,97.182,0,97.182,0
97.183,0,97.183,0,97.183,0,97.183,0
97.184,0,97.184,0,97.184,0,97.184,0
97.185,0,97.185,0,97.185,0,97.185,0
97.186,1,97.186,0,97.186,1,97.186,0
97.187,0,97.187,0,97.187,0,97.187,0
97.188,0,97.188,0,97.188,0,97.188,0
97.189,0,97.189,0,97.189,0,97.189,0
97.19,0,97.19,0,97.19,0,97.19,0
97.191,1,97.191,0,97.191,0,97.191,0
97.192,1,97.192,3,97.192,0,97.192,0
97.193,1,97.193,0,97.193,0,97.193,2
97.194,1,97.194,2,97.194,1,97.194,0
97.195,0,97.195,0,97.195,2,97.195,0
97.196,1,97.196,0,97.196,0,97.196,1
97.197,0,97.197,0,97.197,1,97.197,0
97.198,1,97.198,1,97.198,0,97.198,0
97.199,1,97.199,1,97.199,0,97.199,0
97.2,1,97.2,1,97.2,1,97.2,0
97.201,0,97.201,0,97.201,0,97.201,0
97.202,0,97.202,0,97.202,0,97.202,0
97.203,0,97.203,0,97.203,0,97.203,0
97.204,0,97.204,0,97.204,0,97.204,0
97.205,0,97.205,0,97.205,0,97.205,0
97.206,1,97.206,0,97.206,1,97.206,0
97.207,0,97.207,0,97.207,0,97.207,0
97.208,0,97.208,0,97.208,0,97.208,0
97.209,0,97.209,0,97.209,0,97.209,0
97.21,0,97.21,0,97.21,0,97.21,0
97.211,1,97.211,0,97.211,0,97.211,0
97.212,0,97.212,3,97.212,1,97.212,0
97.213,1,97.213,0,97.213,0,97.213,2
97.214,1,97.214,2,97.214,1,97.214,0
97.215,0,97.215,0,97.215,2,97.215,0
97.216,1,97.216,0,97.216,0,97.216,1
97.217,0,97.217,0,97.217,1,97.217,0
97.218,0,97.218,0,97.218,0,97.218,0
97.219,1,97.219,1,97.219,0,97.219,0
97.22,2,97.22,1,97.22,2,97.22,0
97.221,0,97.221,0,97.221,0,97.221,0
97.222,0,97.222,0,97.222,0,97.222,0
97.223,0,97.223,0,97.223,0,97.223,0
97.224,0,97.224,0,97.224,0,97.224,0
97.225,0,97.225,0,97.225,0,97.225,0
97.226,1,97.226,1,97.226,1,97.226,0
97.227,0,97.227,0,97.227,0,97.227,0
97.228,0,97.228,0,97.228,0,97.228,0
97.229,0,97.229,0,97.229,0,97.229,0
97.23,0,97.23,0,97.23,0,97.23,0
97.231,1,97.231,0,97.231,0,97.231,0
97.232,0,97.232,4,97.232,0,97.232,0
97.233,1,97.233,0,97.233,0,97.233,2
97.234,1,97.234,2,97.234,1,97.234,0
97.235,0,97.235,0,97.235,2,97.235,0
97.236,1,97.236,0,97.236,0,97.236,1
97.237,0,97.237,0,97.237,1,97.237,0
97.238,0,97.238,0,97.238,0,97.238,0
97.239,1,97.239,1,97.239,0,97.239,0
97.24,1,97.24,1,97.24,1,97.24,0
97.241,0,97.241,0,97.241,0,97.241,0
97.242,0,97.242,0,97.242,0,97.242,0
97.243,0,97.243,0,97.243,0,97.243,0
97.244,0,97.244,0,97.244,0,97.244,0
97.245,0,97.245,0,97.245,0,97.245,0
97.246,1,97.246,0,97.246,1,97.246,0
97.247,0,97.247,0,97.247,0,97.247,0
97.248,0,97.248,0,97.248,0,97.248,0
97.249,0,97.249,0,97.249,0,97.249,0
97.25,0,97.25,0,97.25,0,97.25,0
97.251,1,97.251,0,97.251,0,97.251,0
97.252,0,97.252,3,97.252,0,97.252,0
97.253,1,97.253,0,97.253,0,97.253,2
97.254,1,97.254,2,97.254,1,97.254,0
97.255,0,97.255,0,97.255,2,97.255,0
97.256,1,97.256,0,97.256,0,97.256,1
97.257,0,97.257,0,97.257,1,97.257,0
97.258,0,97.258,0,97.258,0,97.258,0
97.259,1,97.259,1,97.259,0,97.259,0
97.26,1,97.26,1,97.26,1,97.26,0
97.261,0,97.261,0,97.261,0,97.261,0
97.262,0,97.262,0,97.262,0,97.262,0
97.263,0,97.263,0,97.263,0,97.263,0
97.264,0,97.264,0,97.264,0,97.264,0
97.265,0,97.265,0,97.265,0,97.265,0
97.266,1,97.266,0,97.266,1,97.266,0
97.267,0,97.267,0,97.267,0,97.267,0
97.268,0,97.268,0,97.268,0,97.268,0
97.269,0,97.269,0,97.269,0,97.269,0
97.27,0,97.27,0,97.27,0,97.27,0
97.271,1,97.271,0,97.271,0,97.271,0
97.272,0,97.272,3,97.272,0,97.272,0
97.273,1,97.273,0,97.273,0,97.273,2
97.274,1,97.274,2,97.274,1,97.274,0
97.275,0,97.275,0,97.275,2,97.275,0
97.276,1,97.276,0,97.276,0,97.276,1
97.277,0,97.277,0,97.277,1,97.277,0
97.278,0,97.278,0,97.278,0,97.278,0
97.279,1,97.279,1,97.279,0,97.279,0
97.28,1,97.28,1,97.28,1,97.28,0
97.281,0,97.281,0,97.281,0,97.281,0
97.282,0,97.282,0,97.282,0,97.282,0
97.283,0,97.283,0,97.283,0,97.283,0
97.284,0,97.284,0,97.284,0,97.284,0
97.285,0,97.285,0,97.285,0,97.285,0
97.286,1,97.286,0,97.286,1,97.286,0
97.287,0,97.287,0,97.287,0,97.287,0
97.288,0,97.288,0,97.288,0,97.288,0
97.289,0,97.289,0,97.289,0,97.289,0
97.29,0,97.29,0,97.29,0,97.29,0
97.291,1,97.291,0,97.291,0,97.291,0
97.292,0,97.292,3,97.292,0,97.292,0
97.293,1,97.293,0,97.293,0,97.293,2
97.294,1,97.294,2,97.294,1,97.294,0
97.295,0,97.295,0,97.295,2,97.295,0
97.296,1,97.296,0,97.296,0,97.296,1
97.297,0,97.297,0,97.297,1,97.297,0
97.298,0,97.298,0,97.298,0,97.298,0
97.299,1,97.299,1,97.299,0,97.299,0
97.3,1,97.3,1,97.3,1,97.3,0
97.301,0,97.301,0,97.301,0,97.301,0
97.302,0,97.302,0,97.302,0,97.302,0
97.303,0,97.303,0,97.303,0,97.303,0
97.304,0,97.304,0,97.304,0,97.304,0
97.305,0,97.305,0,97.305,0,97.305,0
97.306,1,97.306,0,97.306,1,97.306,0
97.307,0,97.307,0,97.307,0,97.307,0
97.308,0,97.308,0,97.308,0,97.308,0
97.309,0,97.309,0,97.309,0,97.309,0
97.31,0,97.31,0,97.31,0,97.31,0
97.311,1,97.311,0,97.311,0,97.311,0
97.312,0,97.312,3,97.312,0,97.312,0
97.313,1,97.313,0,97.313,0,97.313,2
97.314,1,97.314,2,97.314,1,97.314,0
97.315,0,97.315,0,97.315,2,97.315,0
97.316,1,97.316,0,97.316,0,97.316,1
97.317,0,97.317,0,97.317,1,97.317,0
97.318,0,97.318,0,97.318,0,97.318,0
97.319,1,97.319,1,97.319,0,97.319,0
97.32,1,97.32,1,97.32,1,97.32,0
97.321,0,97.321,0,97.321,0,97.321,0
97.322,0,97.322,0,97.322,0,97.322,0
97.323,0,97.323,0,97.323,0,97.323,0
97.324,0,97.324,0,97.324,0,97.324,0
97.325,0,97.325,0,97.325,0,97.325,0
97.326,1,97.326,0,97.326,1,97.326,0
97.327,0,97.327,0,97.327,0,97.327,0
97.328,0,97.328,0,97.328,0,97.328,0
97.329,0,97.329,0,97.329,0,97.329,0
97.33,0,97.33,0,97.33,0,97.33,0
97.331,1,97.331,0,97.331,0,97.331,0
97.332,0,97.332,3,97.332,0,97.332,0
97.333,1,97.333,0,97.333,0,97.333,2
97.334,1,97.334,2,97.334,1,97.334,0
97.335,0,97.335,0,97.335,2,97.335,0
97.336,1,97.336,0,97.336,0,97.336,1
97.337,0,97.337,0,97.337,1,97.337,0
97.338,0,97.338,0,97.338,0,97.338,0
97.339,1,97.339,1,97.339,0,97.339,0
97.34,1,97.34,1,97.34,1,97.34,0
97.341,0,97.341,0,97.341,0,97.341,0
97.342,0,97.342,0,97.342,0,97.342,0
97.343,0,97.343,0,97.343,0,97.343,0
97.344,0,97.344,0,97.344,0,97.344,0
97.345,0,97.345,0,97.345,0,97.345,0
97.346,1,97.346,0,97.346,1,97.346,0
97.347,0,97.347,0,97.347,0,97.347,0
97.348,0,97.348,0,97.348,0,97.348,0
97.349,0,97.349,0,97.349,0,97.349,0
97.35,0,97.35,0,97.35,0,97.35,0
97.351,1,97.351,0,97.351,0,97.351,0
97.352,0,97.352,3,97.352,0,97.352,0
97.353,1,97.353,0,97.353,0,97.353,2
97.354,1,97.354,2,97.354,1,97.354,0
97.355,0,97.355,0,97.355,2,97.355,0
97.356,1,97.356,0,97.356,0,97.356,1
97.357,0,97.357,0,97.357,1,97.357,0
97.358,0,97.358,0,97.358,0,97.358,0
97.359,1,97.359,1,97.359,0,97.359,0
97.36,1,97.36,1,97.36,1,97.36,0
97.361,0,97.361,0,97.361,0,97.361,0
97.362,0,97.362,0,97.362,0,97.362,0
97.363,0,97.363,0,97.363,0,97.363,0
97.364,0,97.364,0,97.364,0,97.364,0
97.365,0,97.365,0,97.365,0,97.365,0
97.366,1,97.366,0,97.366,1,97.366,0
97.367,0,97.367,0,97.367,0,97.367,0
97.368,0,97.368,0,97.368,0,97.368,0
97.369,0,97.369,0,97.369,0,97.369,0
97.37,0,97.37,0,97.37,0,97.37,0
97.371,1,97.371,0,97.371,0,97.371,0
97.372,1,97.372,3,97.372,0,97.372,0
97.373,1,97.373,0,97.373,0,97.373,2
97.374,1,97.374,2,97.374,1,97.374,0
97.375,0,97.375,0,97.375,2,97.375,0
97.376,1,97.376,0,97.376,0,97.376,1
97.377,0,97.377,0,97.377,1,97.377,0
97.378,0,97.378,1,97.378,0,97.378,0
97.379,1,97.379,1,97.379,0,97.379,0
97.38,1,97.38,1,97.38,1,97.38,0
97.381,0,97.381,0,97.381,0,97.381,0
97.382,0,97.382,0,97.382,0,97.382,0
97.383,0,97.383,0,97.383,0,97.383,0
97.384,0,97.384,0,97.384,0,97.384,0
97.385,0,97.385,0,97.385,0,97.385,0
97.386,1,97.386,0,97.386,1,97.386,0
97.387,0,97.387,0,97.387,0,97.387,0
97.388,0,97.388,0,97.388,0,97.388,0
97.389,0,97.389,0,97.389,0,97.389,0
97.39,0,97.39,0,97.39,0,97.39,0
97.391,1,97.391,0,97.391,0,97.391,0
97.392,0,97.392,3,97.392,0,97.392,0
97.393,1,97.393,0,97.393,0,97.393,2
97.394,1,97.394,2,97.394,1,97.394,0
97.395,0,97.395,0,97.395,2,97.395,0
97.396,1,97.396,0,97.396,0,97.396,1
97.397,0,97.397,0,97.397,1,97.397,0
97.398,0,97.398,0,97.398,0,97.398,0
97.399,1,97.399,1,97.399,0,97.399,0
97.4,1,97.4,1,97.4,1,97.4,0
97.401,0,97.401,0,97.401,0,97.401,0
97.402,0,97.402,0,97.402,0,97.402,0
97.403,0,97.403,0,97.403,0,97.403,0
97.404,0,97.404,0,97.404,0,97.404,0
97.405,0,97.405,0,97.405,0,97.405,0
97.406,1,97.406,0,97.406,1,97.406,0
97.407,0,97.407,0,97.407,0,97.407,0
97.408,0,97.408,0,97.408,0,97.408,0
97.409,0,97.409,0,97.409,0,97.409,0
97.41,0,97.41,0,97.41,0,97.41,0
97.411,1,97.411,0,97.411,0,97.411,0
97.412,0,97.412,3,97.412,0,97.412,0
97.413,1,97.413,0,97.413,0,97.413,2
97.414,1,97.414,2,97.414,1,97.414,0
97.415,0,97.415,0,97.415,2,97.415,0
97.416,1,97.416,0,97.416,0,97.416,1
97.417,0,97.417,0,97.417,1,97.417,0
97.418,0,97.418,0,97.418,0,97.418,0
97.419,1,97.419,1,97.419,0,97.419,0
97.42,1,97.42,1,97.42,1,97.42,0
97.421,0,97.421,0,97.421,0,97.421,0
97.422,0,97.422,0,97.422,0,97.422,0
97.423,0,97.423,0,97.423,0,97.423,0
97.424,0,97.424,0,97.424,0,97.424,0
97.425,0,97.425,0,97.425,0,97.425,0
97.426,1,97.426,0,97.426,1,97.426,0
97.427,0,97.427,0,97.427,0,97.427,0
97.428,0,97.428,0,97.428,0,97.428,0
97.429,0,97.429,0,97.429,0,97.429,0
97.43,0,97.43,0,97.43,0,97.43,0
97.431,1,97.431,0,97.431,0,97.431,0
97.432,0,97.432,3,97.432,1,97.432,0
97.433,1,97.433,0,97.433,0,97.433,2
97.434,1,97.434,2,97.434,1,97.434,0
97.435,0,97.435,0,97.435,2,97.435,0
97.436,1,97.436,0,97.436,0,97.436,1
97.437,0,97.437,0,97.437,1,97.437,0
97.438,0,97.438,0,97.438,0,97.438,0
97.439,1,97.439,1,97.439,0,97.439,0
97.44,1,97.44,1,97.44,1,97.44,0
97.441,0,97.441,0,97.441,0,97.441,0
97.442,0,97.442,0,97.442,0,97.442,0
97.443,0,97.443,0,97.443,0,97.443,0
97.444,0,97.444,0,97.444,0,97.444,0
97.445,0,97.445,0,97.445,0,97.445,0
97.446,1,97.446,0,97.446,1,97.446,0
97.447,0,97.447,0,97.447,0,97.447,0
97.448,0,97.448,0,97.448,0,97.448,0
97.449,0,97.449,0,97.449,0,97.449,0
97.45,0,97.45,0,97.45,0,97.45,0
97.451,1,97.451,0,97.451,0,97.451,0
97.452,0,97.452,3,97.452,1,97.452,0
97.453,1,97.453,0,97.453,0,97.453,2
97.454,1,97.454,2,97.454,1,97.454,0
97.455,0,97.455,0,97.455,2,97.455,0
97.456,1,97.456,0,97.456,0,97.456,1
97.457,0,97.457,0,97.457,1,97.457,0
97.458,0,97.458,0,97.458,0,97.458,0
97.459,1,97.459,1,97.459,0,97.459,0
97.46,1,97.46,1,97.46,1,97.46,0
97.461,0,97.461,0,97.461,0,97.461,0
97.462,0,97.462,0,97.462,0,97.462,0
97.463,0,97.463,0,97.463,0,97.463,0
97.464,0,97.464,0,97.464,0,97.464,0
97.465,0,97.465,0,97.465,0,97.465,0
97.466,1,97.466,0,97.466,1,97.466,0
97.467,0,97.467,0,97.467,0,97.467,0
97.468,0,97.468,0,97.468,0,97.468,0
97.469,0,97.469,0,97.469,0,97.469,0
97.47,0,97.47,0,97.47,0,97.47,0
97.471,1,97.471,0,97.471,0,97.471,0
97.472,0,97.472,3,97.472,0,97.472,0
97.473,1,97.473,0,97.473,0,97.473,2
97.474,1,97.474,2,97.474,1,97.474,0
97.475,0,97.475,0,97.475,2,97.475,0
97.476,1,97.476,0,97.476,0,97.476,1
97.477,0,97.477,0,97.477,1,97.477,0
97.478,0,97.478,0,97.478,0,97.478,0
97.479,1,97.479,1,97.479,0,97.479,0
97.48,1,97.48,1,97.48,1,97.48,0
97.481,0,97.481,0,97.481,0,97.481,0
97.482,0,97.482,0,97.482,0,97.482,0
97.483,0,97.483,0,97.483,0,97.483,0
97.484,0,97.484,0,97.484,0,97.484,0
97.485,0,97.485,0,97.485,0,97.485,0
97.486,1,97.486,0,97.486,1,97.486,0
97.487,0,97.487,0,97.487,0,97.487,0
97.488,0,97.488,0,97.488,0,97.488,0
97.489,0,97.489,0,97.489,0,97.489,0
97.49,0,97.49,0,97.49,0,97.49,0
97.491,1,97.491,0,97.491,0,97.491,0
97.492,0,97.492,3,97.492,0,97.492,0
97.493,1,97.493,0,97.493,0,97.493,2
97.494,1,97.494,2,97.494,1,97.494,0
97.495,0,97.495,0,97.495,2,97.495,0
97.496,1,97.496,0,97.496,0,97.496,1
97.497,0,97.497,0,97.497,1,97.497,0
97.498,0,97.498,0,97.498,0,97.498,0
97.499,1,97.499,1,97.499,0,97.499,0
97.5,1,97.5,1,97.5,1,97.5,0
97.501,0,97.501,0,97.501,0,97.501,0
97.502,0,97.502,0,97.502,0,97.502,0
97.503,0,97.503,0,97.503,0,97.503,0
97.504,0,97.504,0,97.504,0,97.504,0
97.505,0,97.505,0,97.505,0,97.505,0
97.506,1,97.506,0,97.506,1,97.506,0
97.507,0,97.507,0,97.507,0,97.507,0
97.508,0,97.508,0,97.508,0,97.508,0
97.509,0,97.509,0,97.509,0,97.509,0
97.51,0,97.51,0,97.51,0,97.51,0
97.511,1,97.511,0,97.511,0,97.511,0
97.512,0,97.512,3,97.512,0,97.512,0
97.513,1,97.513,0,97.513,0,97.513,2
97.514,1,97.514,2,97.514,1,97.514,0
97.515,0,97.515,0,97.515,2,97.515,0
97.516,1,97.516,0,97.516,0,97.516,1
97.517,0,97.517,0,97.517,1,97.517,0
97.518,0,97.518,0,97.518,0,97.518,0
97.519,2,97.519,1,97.519,0,97.519,1
97.52,2,97.52,2,97.52,1,97.52,0
97.521,0,97.521,0,97.521,0,97.521,0
97.522,0,97.522,0,97.522,0,97.522,0
97.523,0,97.523,0,97.523,0,97.523,0
97.524,0,97.524,0,97.524,0,97.524,0
97.525,0,97.525,1,97.525,0,97.525,1
97.526,1,97.526,1,97.526,1,97.526,0
97.527,0,97.527,0,97.527,0,97.527,0
97.528,0,97.528,0,97.528,0,97.528,0
97.529,0,97.529,0,97.529,0,97.529,0
97.53,0,97.53,0,97.53,0,97.53,0
97.531,1,97.531,0,97.531,0,97.531,0
97.532,0,97.532,3,97.532,0,97.532,0
97.533,1,97.533,0,97.533,0,97.533,2
97.534,1,97.534,2,97.534,1,97.534,0
97.535,0,97.535,0,97.535,2,97.535,0
97.536,1,97.536,0,97.536,0,97.536,1
97.537,0,97.537,0,97.537,1,97.537,0
97.538,0,97.538,0,97.538,0,97.538,0
97.539,1,97.539,1,97.539,0,97.539,0
97.54,1,97.54,1,97.54,1,97.54,0
97.541,0,97.541,0,97.541,0,97.541,0
97.542,0,97.542,0,97.542,0,97.542,0
97.543,0,97.543,0,97.543,0,97.543,0
97.544,0,97.544,0,97.544,0,97.544,0
97.545,0,97.545,0,97.545,0,97.545,0
97.546,1,97.546,0,97.546,1,97.546,0
97.547,0,97.547,0,97.547,0,97.547,0
97.548,0,97.548,0,97.548,0,97.548,0
97.549,0,97.549,0,97.549,0,97.549,0
97.55,0,97.55,0,97.55,0,97.55,0
97.551,1,97.551,0,97.551,0,97.551,0
97.552,0,97.552,3,97.552,1,97.552,0
97.553,1,97.553,0,97.553,0,97.553,2
97.554,1,97.554,2,97.554,1,97.554,0
97.555,0,97.555,0,97.555,2,97.555,0
97.556,1,97.556,0,97.556,0,97.556,1
97.557,0,97.557,0,97.557,1,97.557,0
97.558,0,97.558,0,97.558,0,97.558,0
97.559,1,97.559,1,97.559,0,97.559,0
97.56,1,97.56,1,97.56,1,97.56,0
97.561,0,97.561,0,97.561,0,97.561,0
97.562,0,97.562,0,97.562,0,97.562,0
97.563,0,97.563,0,97.563,0,97.563,0
97.564,0,97.564,0,97.564,0,97.564,0
97.565,0,97.565,0,97.565,0,97.565,0
97.566,1,97.566,0,97.566,1,97.566,0
97.567,0,97.567,0,97.567,0,97.567,0
97.568,0,97.568,0,97.568,0,97.568,0
97.569,0,97.569,0,97.569,0,97.569,0
97.57,0,97.57,0,97.57,0,97.57,0
97.571,1,97.571,0,97.571,0,97.571,0
97.572,1,97.572,3,97.572,0,97.572,0
97.573,1,97.573,0,97.573,0,97.573,2
97.574,1,97.574,2,97.574,1,97.574,0
97.575,0,97.575,0,97.575,2,97.575,0
97.576,1,97.576,0,97.576,0,97.576,1
97.577,0,97.577,0,97.577,1,97.577,0
97.578,0,97.578,1,97.578,0,97.578,0
97.579,1,97.579,1,97.579,0,97.579,0
97.58,1,97.58,1,97.58,1,97.58,0
97.581,0,97.581,0,97.581,0,97.581,0
97.582,0,97.582,0,97.582,0,97.582,0
97.583,0,97.583,0,97.583,0,97.583,0
97.584,0,97.584,0,97.584,0,97.584,0
97.585,0,97.585,0,97.585,0,97.585,0
97.586,1,97.586,0,97.586,1,97.586,0
97.587,0,97.587,0,97.587,0,97.587,0
97.588,0,97.588,0,97.588,0,97.588,0
97.589,0,97.589,0,97.589,0,97.589,0
97.59,0,97.59,0,97.59,0,97.59,0
97.591,1,97.591,0,97.591,0,97.591,0
97.592,0,97.592,3,97.592,0,97.592,0
97.593,1,97.593,0,97.593,0,97.593,2
97.594,1,97.594,2,97.594,1,97.594,0
97.595,0,97.595,0,97.595,2,97.595,0
97.596,1,97.596,0,97.596,0,97.596,1
97.597,0,97.597,0,97.597,1,97.597,0
97.598,0,97.598,0,97.598,0,97.598,0
97.599,1,97.599,1,97.599,0,97.599,0
97.6,1,97.6,1,97.6,1,97.6,0
97.601,0,97.601,0,97.601,0,97.601,0
97.602,0,97.602,0,97.602,0,97.602,0
97.603,0,97.603,0,97.603,0,97.603,0
97.604,0,97.604,0,97.604,0,97.604,0
97.605,0,97.605,0,97.605,0,97.605,0
97.606,1,97.606,0,97.606,1,97.606,0
97.607,0,97.607,0,97.607,0,97.607,0
97.608,0,97.608,0,97.608,0,97.608,0
97.609,0,97.609,0,97.609,0,97.609,0
97.61,0,97.61,0,97.61,0,97.61,0
97.611,1,97.611,0,97.611,0,97.611,0
